int	string	string	string	string
23	Activity - SecretaryWelfareMsgItem	9qou8rs7rrsjd-n0_hh76	title	skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training skill training
24	Activity - SevenItem	9qou8rs7sga13-n2_sga1	dayTip	Day 1
25	Activity - SevenItem	9qou8rs7sga13-n3_sga1	okBtn	领取
26	Activity - SevenItem	9qou8rs7sga13-n6_sga1	waitTip	Not logged in
27	Activity - SignItem	9qou8rs7pytu6-n6_pytu	day	Day 1
28	Activity - SignItem2	9qou8rs7l1hm13-n35_l1hm	day	Day 1
29	Activity - SignPanel	9qou8rs7pytu5-n1_tvvq	okBtn	领取
30	Activity - SignPanel	9qou8rs7pytu5-n3_lrcq	nextTip	下月奖励
31	Activity - WelfareMain	9qou8rs7rrsje-n4_hh76	title	Daily Welfare
32	ArtistDic - actorBg	aeg3jnlem8at11-n41_m8at	title	Wikf
33	Activity - Dialog	9qou8rs7s1hs1d-n9_hz3m	title	Everybody
34	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n7_m8at	title	Emolument
35	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n22_m8at	ScreenBtn	搜索
36	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n30_m8at	type1	Star rating
37	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n31_m8at	type2	Star rating
38	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n32_m8at	type3	Star rating
39	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n33_m8at	type4	Star rating
40	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n34_m8at	type5	Star rating
41	ArtistDic - ArtistList	aeg3jnlem8at14-n24_8hl1	noTip	No one has
42	Activity - SecretaryPanel	9qou8rs7rrsjc-n10_hh76	talkMsg	
43	ArtistDic - ArtistShow	aeg3jnlem8atr-n17_m8at	nameTip1	The initial name:
44	ArtistDic - ArtistShow	aeg3jnlem8atr-n18_m8at	nameTip2	The initial name:
45	ArtistDic - ArtistShow	aeg3jnlem8atr-n23_m8at	notHired	Not Hired
46	ArtistDic - ArtistShow	aeg3jnlem8atr-n24_m8at	name	Wo
47	ArtistDic - ArtistShow	aeg3jnlem8atr-n34_m8at	tip1	Access
48	ArtistDic - ArtistShow	aeg3jnlem8atr-n35_m8at	tip2	Available
49	ArtistDic - ArtistShow	aeg3jnlem8atr-n51_m8at-prompt	input	fewfew
50	ArtistDic - ArtistShow	aeg3jnlem8atr-n52_m8at	sendBtn	发送
51	ArtistDic - ArtistShow	aeg3jnlem8atr-n53_m8at	detailsBtn	DETAILS
52	ArtistDic - ArtistShow	aeg3jnlem8atr-n56_8hl1	tip3	Access
53	ArtistDic - ArtistShow	aeg3jnlem8atr-n57_8hl1	noTip	No one has
54	Bag - ActorItem	wdrb9z06n9f05-n116_wpo3	txtLv	LV.999
55	Bag - ActorItem	wdrb9z06n9f05-n111_qz6z	title	
56	Bag - BagItemInfo	wdrb9z06n9f00-n80_ow2j	labItem	灾难片手电筒
57	Bag - BagItemInfo	wdrb9z06n9f00-n81_ow2j	txtName	Name
58	Bag - BagItemInfo	wdrb9z06n9f00-n82_ow2j	txtInfo	作为活动参与凭证的奖章，可以用来兑换想要的礼包。
59	Bag - BagItemInfo	wdrb9z06n9f00-n85_ow2j	btnSale	出售
60	Bag - BagItemInfo	wdrb9z06n9f00-n86_ow2j	btnUse	使用
61	Bag - BagItemInfo	wdrb9z06n9f00-n114_7yfc	btnInfo	详情
62	Bag - BagItemInfo	wdrb9z06n9f00-n103_ow2j	btnResolve	拆分
63	Bag - BagItemInfo	wdrb9z06n9f00-n104_ow2j	btnGive	赠送
64	Bag - BagItemInfo	wdrb9z06n9f00-n105_ow2j	btnCompound	合成
65	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-0	listTab	周边
66	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-1	listTab	道具
67	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-2	listTab	资产
68	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-3	listTab	合同
69	Bag - BagMainPanel	wdrb9z06n9f02-n67_xl2j	n67	Warehouse
70	Bag - btnTab	wdrb9z06kvagr-n4	title	Merchand
71	Bag - MarketLabAsset	wdrb9z06nd2w11-n3_hz8v	title	999万
72	Bag - PactItem	wdrb9z06n9f09-n34_hefl	n34	Synthersize
73	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n71_hxi2	title	请选择演员
74	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n79_swip	tipNoActor	暂无合适艺人赠送
75	Building - BuildFloorAlert	d062jvkgcpc911m-n7_cpc9	alert_title	扩建建筑需要消耗
76	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n82_i4hg	btnConfirm	CONFIRM
77	Building - btn_buildFloor	d062jvkgcpc911k-n7_cpc9	Title	扩建第1层
78	Building - btn_buildRoom	d062jvkg8zgr3n-n9_mmlr	Title	Build
79	Building - btn_confirm	d062jvkgjjbde14m-n4_cpc9	Title	确定
80	Building - btn_levelup	d062jvkgjjbde14n-n4_cpc9	Title	升级
81	Building - btn_roomBuild	d062jvkgw5tk11y-n7_cpc9	Title	建造第1层
82	Building - btn_roomExpand	d062jvkgw5tk11z-n7_cpc9	Title	扩建第1层
83	Building - btn_roomTitle	d062jvkg8zgr3m-n4	title	Biz Dev Center Lv.11
84	Building - BtnNpcTips	d062jvkggy5h13r-n2_yru4	title	Trainer
85	Building - BuildRoomTips	d062jvkgi24u12c-n30_i24u	effectText1	建筑作用：
86	Building - BuildRoomTips	d062jvkgi24u12c-n36_fv9e	effectValue1	建筑作用
87	Building - BuildRoomTips	d062jvkgi24u12c-n33_fv9e	effectText2	升级效果：
88	Building - BuildRoomTips	d062jvkgi24u12c-n35_fv9e	effectValue2	建筑作用：
89	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n29_w5tk	txt_name	电影院
90	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n43_9zjb	maxLevelDesc	已达到最大等级
91	Building - BuildSceneFilmEnter	d062jvkgg9i613z-n3_opnp	title	《泰坦尼克号》 火热上映
92	Building - BuildSceneUI	d062jvkglgv4e14p-n33_xw64	buildFloorInfo	公司等级99级开启
93	Building - BuildUpgradePropitem	d062jvkgfv9e13e-n20_w5tk	title	上映电影票房 [color=#e3b121] 20%[/color]
94	Building - LevelupNextProp	d062jvkg9zjb13j-n17_cpc9	title	LEVEL 99
95	Building - LevelupProp	d062jvkgcpc911b-n17_cpc9	title	LEVEL 99
96	Building - BuildRoomTips	d062jvkgi24u12c-n31_i24u	effectText2	升级效果：
97	Building - propitem	d062jvkgcpc911a-n20_w5tk	title	上映电影票房 +20%上映电影票房 +20%
98	Building - roomInfoItem	d062jvkgcpc911i-n6_cpc9	room_title	RoomName
99	Building - roomInfoLockItem	d062jvkgcpc911j-n23_cpc9	room_title	电影院
100	Building - roomInfoLockItem	d062jvkgcpc911j-n28_cpc9	reason	建造已满
101	Building - UpgradeSuccessGroup	d062jvkgui5j13w-n6_cpc9	roomName	电影院升级
102	Common - ActorIcon	txcuvopdcvs8dn-n2_cvs8	title	
103	Common - ActorLvBreakCompent	txcuvopdvmyct25a-n15_dphp	desc	Maximum gold accumulation
104	Common - ActorSelectItem	txcuvopdq41hga-n111_qz6z	title	亚伯拉罕
105	Common - ActorSelectItem	txcuvopdq41hga-n131_r5sp	skillExp	亚伯拉罕
106	Common - AssetItem	txcuvopddtlg2n-n6_dm31	title	9,999.9W
107	Common - AssetItem_little	txcuvopdmdyxt22y-n6_dm31	title	9,999.9w/9,999.9w
108	Common - AssetItemBig	txcuvopdu21kas-n4_cpc9	Title	1,485.2K
109	Common - BtnConfirm	txcuvopdrlklt24u-n4_cpc9	Title	确定
110	Common - BtnGreen	txcuvopdrlklt253-n4_cpc9	Title	前往
111	Common - ButtonBlueSmall	txcuvopdx9zq4k-n2_x9zq	title	text
112	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n28_w5tk	txt_companyLevel	升级需要公司等级达到10级
113	Common - ButtonCost	txcuvopdw1srd0-n6_k1jx	title	培训
114	Common - ButtonCostPurple	txcuvopdq41hg7-n6_pspr	title	名字
115	Common - ButtonCostYellow	txcuvopdq41hg8-n6_pspr	title	名字
116	Common - ButtonDoubleLabel	txcuvopdw1srd3-n6_k1jx	title	培训
117	Common - ButtonTipBlue	txcuvopdx9zq4s-n1_fawn	text	text
118	Common - ButtonTipYellow	txcuvopdfawn4u-n2_fawn	title	text
119	Building - BuildRoom	d062jvkgor9t1-n33_xw64	buildFloorInfo	公司等级99级开启
120	Common - ButtonYellowIconBig	txcuvopdrrsjaa-n2_x9zq	title	Welfare
121	Common - CommonAssetItem	txcuvopdib9zb5-n19_mk9y	num	9,999.9w
122	Common - CommonButton	txcuvopdoapb9z-n1_hz3m	title	title
123	Building - btn_confirm	d062jvkguju9e14g-n4_cpc9	Title	确定
124	Common - CommonItem	txcuvopdcwjyav-n9_tpm8	title	[color=#e3b121]145145[/color]/145
125	Common - CommonItem_70	txcuvopdui5jt23o-n9_tpm8	title	[color=#e3b121]145145[/color]/145
126	Common - FunctionItem	txcuvopdcwjyax-n2_hh76	title	Magnifier
127	Common - GetWayAlert	txcuvopde57g2b-n12_o11z	lbl	您可以这样获得：
128	Common - GetWayAlert	txcuvopde57g2b-n9_cpc9	descTxt	There is a chance to finish an order|n|or a fan tour
129	Common - GetWayAlert	txcuvopde57g2b-n19_o11z	needText	还需要
130	Common - GetWayAlert	txcuvopde57g2b-n24_f7zd	assetNum	10.5W
131	Building - btn_levelup	d062jvkguju9e14h-n4_cpc9	Title	升级
132	Common - GetWayItem	txcuvopde57g2e-n23_o11z	title	电影
133	Common - ItemInfo	txcuvopddo33t235-n6_h9c1	name	MEDALS
134	Common - ItemInfo	txcuvopddo33t235-n8_h9c1	num	have:9999
135	Common - ItemInfo	txcuvopddo33t235-n12_h9c1	desc	It's going to be on for another 9 days.
136	Common - ItemInfo	txcuvopddo33t235-n13_h9c1	way	It's going to be on for another 9 days.
137	Common - ItemInfo	txcuvopddo33t235-n15_k38j	btnInfo	Artist profile
138	Common - ItemLockTip	txcuvopdcp1ct24f-n6_h9c1	name	联系了几个编剧
139	Common - ItemLockTip	txcuvopdcp1ct24f-n12_h9c1	desc	联系了几个编剧
140	Common - MovieInfoItem	txcuvopdcvs8d0-n62_jakw	boxOffice	6000w
141	Common - OscarDanmuContent	txcuvopdenjffr-n59_ifoc	title	
142	Common - PlayerMovieInfo	txcuvopdcvs8cq-n69_jakw	n69	Biggest hit
143	Building - btn_confirm	d062jvkgcpc911e-n4_cpc9	Title	确定
144	Common - PlayerMovieInfo	txcuvopdq41hg5-n69_jakw	n69	Biggest hit
145	Common - ProgressBarBlue	txcuvopdfawn4y-n2_fawn	title	text
146	Common - ProgressBarRed	txcuvopdfawn4v-n2_fawn	title	text
147	Common - ProgressBarYellow	txcuvopddm31t22b-n2_fawn	title	text
148	Common - ProperText	txcuvopdcvs8d8-n58_cvs8	title	Game level:
149	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n14_r8ay	name	
150	Building - btn_levelup	d062jvkgcpc911d-n4_cpc9	Title	升级
151	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n67_l814	n67	Media evaluation:
152	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n69_l814	n69	The audience rating:
153	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n74_l814	n74	Participating actors
154	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n84_l814	n84	Click anywhere to continue
155	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n91_cvs8	Title	Information
156	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n96_cvs8	boxOffice	9999w
157	Common - RankPlayerInfo	txcuvopdcvs8ck-n24_jakw	name	Abdon
158	Common - RankPlayerInfo	txcuvopdcvs8ck-n25_jakw	lv	Lv.500
159	Common - RankPlayerInfo	txcuvopdcvs8ck-n26_jakw	n26	Company:
160	Common - ActorLvBreaktUI	txcuvopdlvexed-n15_dphp	desc	Maximum gold accumulation
161	Common - RankPlayerInfo	txcuvopdcvs8ck-n28_jakw	union	仙剑影视集团
162	Common - RankPlayerInfo	txcuvopdcvs8ck-n58_cvs8	street	Game level:
163	Common - RankPlayerInfo	txcuvopdcvs8ck-n62_cvs8	actor	Number of artists:
164	Common - RankPlayerInfo	txcuvopdcvs8ck-n63_cvs8	build	Construction layer:
165	Building - NextLevelProp	d062jvkgcpc911c-n17_cpc9	title	升级后效果
166	Common - RankPlayerInfo	txcuvopdcvs8ck-n64_cvs8	market	Market covered:
167	Common - RankPlayerInfo	txcuvopdcvs8ck-n66_cvs8	signature	This person didn't leave a messege, just like a closed book~
168	Common - ItemInfo	txcuvopdth3bt236-n6_h9c1	name	MEDALS
169	Common - RankPlayerInfo	txcuvopdq41hg6-n24_jakw	name	Abdon
170	Common - RankPlayerInfo	txcuvopdq41hg6-n25_jakw	lv	Lv.500
171	Common - ItemInfo	txcuvopdth3bt236-n8_h9c1	num	have:9999
172	Common - RankPlayerInfo	txcuvopdq41hg6-n26_jakw	n26	Company:
173	Common - RankPlayerInfo	txcuvopdq41hg6-n28_jakw	union	仙剑影视集团
174	Common - ItemInfo	txcuvopdth3bt236-n12_h9c1	desc	It's going to be on for another 9 days.
175	Common - RankPlayerInfo	txcuvopdq41hg6-n58_cvs8	street	Game level:
176	Common - RankPlayerInfo	txcuvopdq41hg6-n62_cvs8	actor	Number of artists:
177	Common - ItemInfo	txcuvopdth3bt236-n13_h9c1	way	It's going to be on for another 9 days.
178	Common - RankPlayerInfo	txcuvopdq41hg6-n63_cvs8	build	Construction layer:
179	Common - ItemInfo	txcuvopdth3bt236-n15_k38j	btnInfo	Artist profile
180	Common - RankPlayerInfo	txcuvopdq41hg6-n64_cvs8	market	Market Covered:
181	Common - RankPlayerInfoPanel	txcuvopdcvs8cj-n21_jakw	title	Information
182	Common - RankRenamePanel	txcuvopdcvs8cl-n59_o11z	titleName	Rename Company
183	Common - RankRenamePanel	txcuvopdcvs8cl-n63_o11z	btn_rename	RENAME
184	Common - RankRenamePanel	txcuvopdcvs8cl-n65_o11z-prompt	inputName	Please in this writing
185	Common - RankRenamePanel	txcuvopdcvs8cl-n69_8p71	txtContent	输入一个个性化的名字吧， 每周只能修改一次哦~
186	Common - SkillEffectCompent	txcuvopdvmyct259-n15_dphp	desc	Maximum gold[color=#ff8c00] accumulation[/color]
187	Common - SkillEffectCompent	txcuvopdvmyct259-n16_dphp	title	Suction gold
188	Common - Slider	txcuvopdnsfy29-n16_kxf1	title	text
189	Common - StoryItem	txcuvopdcwjyay-n81_cwjy	title	剧本名字
190	Common - StreetLevelUp	txcuvopdcke2gb-n9_mk9y	lastStreet	Block Rank 1
191	Common - StreetLevelUp	txcuvopdcke2gb-n10_mk9y	currentStreet	Block Rank 10
192	Building - roomInfoItem	d062jvkgcpc911i-n7_cpc9	room_level	可建造: 1/5
193	Common - StreetLevelUp	txcuvopdcke2gb-n20_fv9e	btnGetAward	OK
194	Common - StreetLevelUp	txcuvopdcke2gb-n32_h67b	n32	The game was upgraded and awarded
195	Common - StreetLevelUpItem	txcuvopdl40ut23c-n31_h67b	name	block
196	Common - SystemAddFansMessage	txcuvopdfbam2m-n3_fbam	title	得益于公司的市场推广
197	Common - SystemAddFansMessage	txcuvopdfbam2m-n4_fbam	content	你的粉丝数 +500
198	Common - SystemAlertGift	txcuvopdcwjyau-n4_hh76	title	Secretary gift
199	Common - SystemAlertGift	txcuvopdcwjyau-n5_hh76	des	You need a secretary before you can buy it
200	Common - SystemAlertTextIconMessage	txcuvopdib9zb4-n2_ib9z	content	我是内容我是内容我是内容
201	Common - SystemGetItemMessage	txcuvopdmu1z2b-n6_mu1z	n6	点击任意位置关闭
202	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n4_hh76	title	Secretary gift
203	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n5_hh76	des	You need a secretary before you can buy it
204	Common - SystemSetNumMessage	txcuvopdnsfy23-n83_osuf	content	选择出售物品数量
205	Common - SystemSetNumMessage	txcuvopdnsfy23-n85_qw0i	title	设置数量
206	Common - SystemSetNumMessage	txcuvopdnsfy23-n86_qw0i	okBtn	确定
207	Common - AssetItem	txcuvopddtlg2n-n4_cpc9	Title	214.4万
208	Common - TalkBox1	txcuvopdbdbft23c-n8_e65f	title	
209	Common - Text22px	txcuvopdx9zq45-n0_x9zq	text	text
210	Common - TextInput	txcuvopdenjffm-n1-prompt	title	输入弹幕
211	Common - TopAssetItem	txcuvopdfv9ead-n26_dyfe	title	145.5w
212	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n9_w3bv	remind	Click the screen to close.
213	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n5_w3bv	name1	name1name1name1name1name1name1
214	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n6_w3bv	name2	name1name1
215	Common - BtnConfirm	txcuvopdsc1s30-n4_cpc9	Title	确定
216	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n7_w3bv	level1	level1
217	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n8_w3bv	level2	level1
218	Cooperation - CooperationApply	k9ycebr5w3bv3-n7_w3bv	name	Abdon
219	Cooperation - CooperationApply	k9ycebr5w3bv3-n8_w3bv	msg	I hope to msg msg msg msg
220	Cooperation - CooperationApply	k9ycebr5w3bv3-n9_w3bv	remind	only three different can msg msg  msg
221	Cooperation - CooperationApply	k9ycebr5w3bv3-n10_w3bv	title	Cooperation
222	Common - BtnGreen	txcuvopdj3a33m-n4_cpc9	Title	前往
223	Cooperation - CooperationEnd	k9ycebr5w3bv2-n3_w3bv	text1	whether whether wh
224	Cooperation - CooperationEnd	k9ycebr5w3bv2-n4_w3bv	text2	Only three different Only three different
225	Cooperation - CooperationEnd	k9ycebr5w3bv2-n6_w3bv	title	Hint
226	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n3_w3bv	title	Cooperation
227	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n9_w3bv	text1	Initial Cooperation is available
228	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n10_w3bv	text2	Work directly with acquintances
229	Common - BtnYellow	txcuvopdj3a33l-n4_cpc9	title	领取
230	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n11_w3bv	selfId	my id:123456789
231	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n12_w3bv	remind	the first successful bonus
232	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n13_w3bv	intro	Enter account
233	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n14_w3bv	inviteBtn1	INVITE
234	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n18_w3bv	text3	Publicly look for partners
235	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n25_w3bv-prompt	otherID	Enter ID
236	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n42_g8fc	introduce	If
237	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n8_w3bv	title	Cooperation
238	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n15_w3bv	name1	name1
239	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n16_w3bv	name2	name1name1
240	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n17_w3bv	level1	level0
241	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n18_w3bv	level2	level1
242	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n20_w3bv	des	Finish all the tasks if the star lecel and get the corrsponing level of rewarid
243	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n3_w3bv	des	descriptiondescriptiondescriptiondescriptiondescriptiondescriptiondescriptiondescription
244	Common - ItemCellView	txcuvopdjdsf11-n60_jdsf	title	100个
245	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n4_w3bv	receiveBtn	TEXTtext
246	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n16_w3bv	assitingText	Assisting
247	Fx - btn_next	9l36y1kiuowdsu-n1_cpc9	title	下一步
248	GM - ButtonCorner	ujw583ypfv0td-n4	title	Button
249	GM - ButtonNoBG	ujw583ypcrnyi-n4	title	Button
250	GM - ButtonRect	ujw583ypc3i0h-n4	title	Button
251	GM - Checkbox	ujw583ypnb4ea-n4	title	Text
252	GM - GMAddItem	ujw583ypfv0tc-n3_fv0t	button	添加
253	GM - GMAddItem	ujw583ypfv0tc-n1_fv0t	title	Name
254	GM - GMAddItem	ujw583ypfv0tc-n2_fv0t	describe	describe|n|描述
255	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n2_g8fc	iconBtn1	合作任务
256	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n10_g8fc	iconBtn2	合作订单
257	GM - GMAddPage	ujw583ypfbyi9-n5_fbyi	popupButton	Popup Button
258	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n11_g8fc	iconBtn3	赠送绿钞
259	GM - GMAddPage	ujw583ypfbyi9-n8_fv0t	filterCheckbox	启用过滤
260	Building - BuildRoomUpgradeSuccess	d062jvkgcpc911n-n6_cpc9	roomName	电影院升级
261	GM - GMAddPage	ujw583ypfbyi9-n12_c3i0	listTopButton	Toop
262	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n12_g8fc	iconBtn4	赠送金币
263	GM - GMAddPage	ujw583ypfbyi9-n13_c3i0	listBottomButton	Bottom
264	GM - GMCmdItem	ujw583ypket7n-n3_fv0t	button	执行
265	GM - GMCmdItem	ujw583ypket7n-n11_ket7	name	命令名称
266	GM - GMCmdPage	ujw583ypket7k-n13_ket7-0	list	addItem 1 100
267	GM - GMCmdPage	ujw583ypket7k-n13_ket7-1	list	addItem 1 100
268	GM - GMCmdPage	ujw583ypket7k-n13_ket7-2	list	addItem 1 100
269	GM - GMCmdPage	ujw583ypket7k-n16_ket7	sendButton	发送
270	GM - GMCmdPage	ujw583ypket7k-n18_ket7	clearButton	清除历史
271	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-0	list	addItem 1 100|n|fff|n|fdd
272	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-1	list	addItem 1 100
273	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-2	list	addItem 1 100
274	Common - ProgressBarYellow	txcuvopdfawn4x-n2_fawn	value	text
275	GM - GMDebugPage	ujw583ypfbyi8-n11_sy3r	clearButton	Clear
276	GM - GMDebugPage	ujw583ypfbyi8-n12_sy3r	refreshButton	Refresh
277	GM - GMDisplayTreePage	ujw583ypx6hov-n12_sy3r	refreshButton	刷新
278	GM - GMDisplayTreePage	ujw583ypx6hov-n15_x6ho	showSelectButton	显示
279	GM - GMDisplayTreePage	ujw583ypx6hov-n16_x6ho	hideSelectButton	隐藏
280	GM - GMDisplayTreePage	ujw583ypx6hov-n17_x6ho	noSelectButton	无选
281	GM - GMDisplayTreePage	ujw583ypx6hov-n18_x6ho	parentLayerButton	上级
282	Common - ProgressBarMain	txcuvopdhh7651-n2_fawn	value	text
283	GM - GMDisplayTreePage	ujw583ypx6hov-n19_x6ho	setLayerButton	塌陷
284	GM - GMMain	ujw583yp9nrl0-n6_c3i0	closeButton	关闭
285	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-0	menuList	添加
286	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-1	menuList	命令
287	Cooperation - iconBtn	k9ycebr5g8fc2a-n7_g8fc	title	Awards
288	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-2	menuList	选择服务器
289	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-3	menuList	模块
290	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-4	menuList	Log
291	GM - GMMenuButton	ujw583ypwl2t2-n4	title	Title
292	Common - Slider	txcuvopdnsfy29-n9_nsfy	n5	
293	GM - GMPopupButton	ujw583ypm23g5-n4	title	Button
294	GM - GMPopupMenu	ujw583ypm23g4-n2-0	list	货币
295	GM - GMPopupMenu	ujw583ypm23g4-n2-1	list	物品
296	GM - GMPopupMenu	ujw583ypm23g4-n2-2	list	艺人
297	GM - GMPopupMenu	ujw583ypm23g4-n2-3	list	剧本
298	GM - GMPopupMenu_item	ujw583ypm23g3-n3	title	
299	GM - GMSelectServerPage	ujw583ypket7j-n2-0	list	官网
300	GM - GMSelectServerPage	ujw583ypket7j-n2-1	list	物品
301	GM - GMSelectServerPage	ujw583ypket7j-n2-2	list	艺人
302	GM - GMSelectServerPage	ujw583ypket7j-n2-3	list	剧本
303	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-0	subMenu	Log
304	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-1	subMenu	Error
305	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-2	subMenu	Warm
306	Common - SkillEffectUI	txcuvopdi2p1ap-n15_dphp	desc	Maximum gold[color=#ff8c00] accumulation[/color]
307	GM - GMSubMenuButton	ujw583ypfbyi7-n4	title	Title
308	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-0	subMenu	Log
309	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-1	subMenu	Error
310	Common - SystemAddFansMessage	txcuvopdfbam2m-n10_fbam	n10	点击任意位置关闭
311	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-2	subMenu	Warm
312	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-0	list	addItem 1 100
