int	string	string	string
200201		在你宣布息影之后再次来到奥斯卡颁奖礼的现场，感觉如何呀？	特蕾西
200202		真是让人感慨啊，下次站上这个舞台的时候，我就不会再是个演员，而是制片人了。	{name}
200203		是呀，不过，想拿到奖杯，也不是容易的事呢。我们还要好好提升自己的实力喔！	特蕾西
200204		那当然，我们的目标就是永不停步，拿到更多的奖杯，向更高的街区档次进军！	{name}
200301		快看，这是我们今天拍摄电影的成果，快点领取吧！	特蕾西
200302		不容易啊！辛苦了一天终于看到成绩了，虽然不多，但也是一笔宝贵的财富！	{name}
200303		是呀，拍摄越多大卖的电影，我们的比赛名次就会越靠前，每天的比赛奖励就会越丰厚喔！	特蕾西
200401		不错不错，我们离成为世界第一，就差这么一点啦！	特蕾西
200402		好啦你别打趣我啦……现在的成绩，离实现我们的目标，还有很长一段路要走呢。	{name}
200403		可不完全是打趣哦！作为一家刚起步的新公司，我们目前的排名已经相当不错啦！嗯哼，不愧是我看好的制片人！继续加油吧！	特蕾西
200501		我们现在拥有自己的财务室，在紧急情况下，可以通过财务室用金币兑换成绿钞哦！	特蕾西
200502		太棒了，这样就不用担心拍电影时资金不够导致无法完成拍摄了！	{name}
200503		是的，不过每天能兑换的数额也是有限制的，所以你可别太乱来哦！	特蕾西
200504		当然，放心吧！健康的现金流也是公司实力的一个重要方面，我已经了解啦！	{name}
200601		我们这次收到了一部五星剧本喔！好剧本加上好演员，我们这次有很大几率可以拍出票房佳片呢！	{name}
200602		剧本的星级对影片的影响这么大啊……我一直觉得好的演员也可以化一般的剧本为神奇呢！	特蕾西
200603		哈哈哈，你说的也不是没道理，但是好演员加好剧本可是强强联手，这样带来的市场爆发力可不容小视喔！	{name}
200701		如果我们重复签约的话，我会送你同等数量的合同以及大量资产喔！	{repeatactor}
200801		现在我们可以在会议室中与我们的商业伙伴进行商谈，争取以对我们有利的价码达成合作了！	{name}
200802		是呀，谈判也是商业活动中非常重要的一环，要小心别谈崩哦！	特蕾西
200901		我们的剧本库目前已经初具规模了，但还有很多好剧本等着我们去发现呢！	特蕾西
200902		当然，我们会不断搜罗好剧本的，我已经知道剧本的质量也是影片能否成功的重要因素之一啦！	{name}
201001		商场如战场，孤军奋斗是很难成功的哦！我们需要找到一个靠谱的合作伙伴！	特蕾西
201002		英雄所见略同呀，让我们来考虑一下可能的人选吧！	{name}
201101		这里可以看到目前所有正在外派中的艺人哦，外派中的艺人是无法参与目前公司的任何工作的呢。	特蕾西
201102		我知道，不过如果需要，我们也可以支付一些费用召回他们来工作，不用担心！	{name}
201201		让艺人参加培训课程可以提升他们的各项能力喔！但是培训课程的价格也很昂贵就是了……	特蕾西
201202		是呀，我们目前的财力还不足以让我们随意挥霍，所以一定要好好规划呢。	{name}
201301		训练室建造好了，艺人们可以在这里磨炼自己的技能了哦！	特蕾西
201302		太棒了，艺人们的能力越强，对电影品质的提升也会更有帮助！	{name}
201401		公司等级每提升10级，电影协会都会给我们奖励，别忘了去领取哦！	特蕾西
201402		当然啦，有了这些奖励，我们公司肯定能发展的更好！	{name}
201501		我们成功晋升到街区2档了！电影协会也赠予了我们5个奖杯作为奖励喔！	特蕾西
201502		不错，这样我们离晋升下一个街区档次又更近了一步啦！	{name}
201601		这里是你每天的日程安排，身为大老板的你，可要以身作则去执行哦！	特蕾西
201602		放心，我说到做到！	{name}
999901	选择初始艺人界面		
