int	string	string	string
4013	拳套	每个细节都还原了武术天才曾经用过的拳套	拍摄电影有时会得到周边产品，也可以通过完成生产获得
4014	心型气球	见证过无数情侣的结合，将世间最动人的瞬间铭记在此	拍摄电影有时会得到周边产品，也可以通过完成生产获得
4015	唱片机	可以无数遍重听那首洗脑神曲	拍摄电影有时会得到周边产品，也可以通过完成生产获得
4016	白手套	体验和主角一样的恐慌、无助，只是你不需要解谜来获得钥匙	拍摄电影有时会得到周边产品，也可以通过完成生产获得
4017	面具	每个戴上这个面具的人，都将获得那个恐怖的名字	拍摄电影有时会得到周边产品，也可以通过完成生产获得
4018	玩偶	Q版而充满童真，看到的人都想捏一捏	拍摄电影有时会得到周边产品，也可以通过完成生产获得
5001	培养手册	当天的培养次数使用完后，消耗此道具可以增加额外培养次数	商城购买，比赛档次提升也可获得大量
5002	邀请函	邀请艺人进行通告的函件	可在公务中获得
5003	忠诚奖章	增加艺人相应资产的赠送上限	提升比赛档次时获得
5004	进修券	培养艺人所需要消耗的物品	可通过订单获得
5005	宣传册	宣传册可以增加电影关注度，提升电影的持续收益	奥斯卡颁奖时获得，订单中也会获得一部分
5006	喇叭（废弃）	无	无
5007	星探放大镜	星探次数使用完或正在恢复中时消耗此道具可以立刻探查一次	商城购买，比赛档次提升也可获得大量
5008	改名卡	修改玩家名字时使用的道具	通过商店购买获得
5009	通告函（废弃）	无	无
5010	技能药剂	恢复25点艺人体力值	无
5011	亲密卡（废弃）	无	无
5012	听课证	开通助理课程所需要的道具	通过商店购买获得
6101	1星滑板	可以送给偶像派艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6102	1星小提琴	可以送给欧洲艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6103	1星折扇	可以送给亚洲艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6104	1星烟斗	可以送给男性艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6105	1星高跟鞋	可以送给女性艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6106	1星低帮球鞋	可以送给青春型艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6107	1星雕塑	可以送给演技派艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6108	1星手表	可以送给成熟型艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6109	1星手机	可以送给北美艺人增加忠诚度。在仓库可合成为高星资产	完成订单后可以获得艺人资产
6201	2星滑板	可以送给偶像派艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6202	2星小提琴	可以送给欧洲艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6203	2星折扇	可以送给亚洲艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6204	2星烟斗	可以送给男性艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6205	2星高跟鞋	可以送给女性艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6206	2星低帮球鞋	可以送给青春型艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6207	2星雕塑	可以送给演技派艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6208	2星手表	可以送给成熟型艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6209	2星手机	可以送给北美艺人增加忠诚度。在仓库可分解为低星资产，合成为高星资产	完成订单后可以获得艺人资产
6301	3星滑板	可以送给偶像派艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6302	3星小提琴	可以送给欧洲艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6303	3星折扇	可以送给亚洲艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6304	3星烟斗	可以送给男性艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6305	3星高跟鞋	可以送给女性艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6306	3星低帮球鞋	可以送给青春型艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6307	3星雕塑	可以送给演技派艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6308	3星手表	可以送给成熟型艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
6309	3星手机	可以送给北美艺人增加忠诚度。在仓库可分解为低星资产	完成订单后可以获得艺人资产
7001	斯昆合同	收集10份可以签约艺人斯昆	星探招募已拥有的艺人时可获得艺人合同
7002	查姆合同	收集10份可以签约艺人查姆	星探招募已拥有的艺人时可获得艺人合同
7003	谢波合同	收集10份可以签约艺人谢波	星探招募已拥有的艺人时可获得艺人合同
7004	斯诺合同	收集10份可以签约艺人斯诺	星探招募已拥有的艺人时可获得艺人合同
7005	章芬合同	收集10份可以签约艺人章芬	星探招募已拥有的艺人时可获得艺人合同
7006	凯特合同	收集10份可以签约艺人凯特	星探招募已拥有的艺人时可获得艺人合同
7007	汉克合同	收集20份可以签约艺人汉克	星探招募已拥有的艺人时可获得艺人合同
7008	罗素合同	收集20份可以签约艺人罗素	星探招募已拥有的艺人时可获得艺人合同
7009	贾亭合同	收集20份可以签约艺人贾亭	星探招募已拥有的艺人时可获得艺人合同
7010	汉克特合同	收集20份可以签约艺人汉克特	星探招募已拥有的艺人时可获得艺人合同
7011	裘华合同	收集20份可以签约艺人裘华	星探招募已拥有的艺人时可获得艺人合同
7012	张宁玉合同	收集20份可以签约艺人张宁玉	星探招募已拥有的艺人时可获得艺人合同
7013	龚莉合同	收集20份可以签约艺人龚莉	星探招募已拥有的艺人时可获得艺人合同
7014	郭达森合同	收集20份可以签约艺人郭达森	星探招募已拥有的艺人时可获得艺人合同
7015	桑德亚合同	收集20份可以签约艺人桑德亚	星探招募已拥有的艺人时可获得艺人合同
7016	赵古拉合同	收集20份可以签约艺人赵古拉	星探招募已拥有的艺人时可获得艺人合同
7017	鲁妮拉合同	收集20份可以签约艺人鲁妮拉	星探招募已拥有的艺人时可获得艺人合同
7018	绪子合同	收集20份可以签约艺人绪子	星探招募已拥有的艺人时可获得艺人合同
7019	戴维合同	收集20份可以签约艺人戴维	星探招募已拥有的艺人时可获得艺人合同
7020	西尔合同	收集20份可以签约艺人西尔	星探招募已拥有的艺人时可获得艺人合同
7021	薇丝帕合同	收集20份可以签约艺人薇丝帕	星探招募已拥有的艺人时可获得艺人合同
7022	施格尔合同	收集30份可以签约艺人施格尔	星探招募已拥有的艺人时可获得艺人合同
7023	查林合同	收集30份可以签约艺人查林	星探招募已拥有的艺人时可获得艺人合同
7024	马度龙合同	收集30份可以签约艺人马度龙	星探招募已拥有的艺人时可获得艺人合同
7025	莫里曼合同	收集30份可以签约艺人莫里曼	星探招募已拥有的艺人时可获得艺人合同
7026	詹一合同	收集30份可以签约艺人詹一	星探招募已拥有的艺人时可获得艺人合同
7027	索菲合同	收集30份可以签约艺人索菲	星探招募已拥有的艺人时可获得艺人合同
7028	威廉合同	收集30份可以签约艺人威廉	星探招募已拥有的艺人时可获得艺人合同
7029	格伦合同	收集30份可以签约艺人格伦	星探招募已拥有的艺人时可获得艺人合同
7030	玛歌合同	收集30份可以签约艺人玛歌	星探招募已拥有的艺人时可获得艺人合同
7031	盖瑞特合同	收集30份可以签约艺人盖瑞特	星探招募已拥有的艺人时可获得艺人合同
7032	克拉丽丝合同	收集30份可以签约艺人克拉丽丝	星探招募已拥有的艺人时可获得艺人合同
7033	查克合同	收集30份可以签约艺人查克	星探招募已拥有的艺人时可获得艺人合同
7034	迪娜合同	收集30份可以签约艺人迪娜	星探招募已拥有的艺人时可获得艺人合同
7035	北原合同	收集30份可以签约艺人北原	星探招募已拥有的艺人时可获得艺人合同
7036	卡森合同	收集30份可以签约艺人卡森	星探招募已拥有的艺人时可获得艺人合同
7037	巴拉娜合同	收集30份可以签约艺人巴拉娜	星探招募已拥有的艺人时可获得艺人合同
7038	巴顿合同	收集30份可以签约艺人巴顿	星探招募已拥有的艺人时可获得艺人合同
7039	孔毅合同	收集30份可以签约艺人孔毅	星探招募已拥有的艺人时可获得艺人合同
7040	玛丽安合同	收集40份可以签约艺人玛丽安	星探招募已拥有的艺人时可获得艺人合同
7041	克洛伊合同	收集40份可以签约艺人克洛伊	星探招募已拥有的艺人时可获得艺人合同
7042	安娜合同	收集40份可以签约艺人安娜	星探招募已拥有的艺人时可获得艺人合同
7043	布兰顿合同	收集40份可以签约艺人布兰顿	星探招募已拥有的艺人时可获得艺人合同
7044	埃文合同	收集40份可以签约艺人埃文	星探招募已拥有的艺人时可获得艺人合同
7045	瑞克合同	收集40份可以签约艺人瑞克	星探招募已拥有的艺人时可获得艺人合同
7046	乔克合同	收集40份可以签约艺人乔克	星探招募已拥有的艺人时可获得艺人合同
7047	林斯合同	收集40份可以签约艺人林斯	星探招募已拥有的艺人时可获得艺人合同
7048	托尼合同	收集40份可以签约艺人托尼	星探招募已拥有的艺人时可获得艺人合同
7049	曼迪合同	收集40份可以签约艺人曼迪	星探招募已拥有的艺人时可获得艺人合同
7050	凯莉合同	收集40份可以签约艺人凯莉	星探招募已拥有的艺人时可获得艺人合同
7051	诺尔合同	收集40份可以签约艺人诺尔	星探招募已拥有的艺人时可获得艺人合同
7052	本杰明合同	收集40份可以签约艺人本杰明	星探招募已拥有的艺人时可获得艺人合同
7053	蒂莫西合同	收集40份可以签约艺人蒂莫西	星探招募已拥有的艺人时可获得艺人合同
7054	詹娜合同	收集40份可以签约艺人詹娜	星探招募已拥有的艺人时可获得艺人合同
7055	琳达合同	收集40份可以签约艺人琳达	星探招募已拥有的艺人时可获得艺人合同
7056	马里合同	收集40份可以签约艺人马里	星探招募已拥有的艺人时可获得艺人合同
7057	普尔合同	收集40份可以签约艺人普尔	星探招募已拥有的艺人时可获得艺人合同
7058	米妮合同	收集40份可以签约艺人米妮	星探招募已拥有的艺人时可获得艺人合同
7059	文森特合同	收集40份可以签约艺人文森特	星探招募已拥有的艺人时可获得艺人合同
7060	布拉德合同	收集40份可以签约艺人布拉德	星探招募已拥有的艺人时可获得艺人合同
7061	贾维合同	收集40份可以签约艺人贾维	星探招募已拥有的艺人时可获得艺人合同
7062	爱丽合同	收集40份可以签约艺人爱丽	星探招募已拥有的艺人时可获得艺人合同
7063	凯文合同	收集40份可以签约艺人凯文	星探招募已拥有的艺人时可获得艺人合同
7064	奥利维亚合同	收集40份可以签约艺人奥利维亚	星探招募已拥有的艺人时可获得艺人合同
7065	哈里合同	收集40份可以签约艺人哈里	星探招募已拥有的艺人时可获得艺人合同
7066	贝蒂合同	收集40份可以签约艺人贝蒂	星探招募已拥有的艺人时可获得艺人合同
7067	杨梓合同	收集40份可以签约艺人杨梓	星探招募已拥有的艺人时可获得艺人合同
7068	埃尔顿合同	收集40份可以签约艺人埃尔顿	星探招募已拥有的艺人时可获得艺人合同
7069	贝拉合同	收集40份可以签约艺人贝拉	星探招募已拥有的艺人时可获得艺人合同
7070	莱奥合同	收集50份可以签约艺人莱奥	星探招募已拥有的艺人时可获得艺人合同
7071	罗德尼合同	收集50份可以签约艺人罗德尼	星探招募已拥有的艺人时可获得艺人合同
7072	迪普合同	收集50份可以签约艺人迪普	星探招募已拥有的艺人时可获得艺人合同
7073	丹尼合同	收集50份可以签约艺人丹尼	星探招募已拥有的艺人时可获得艺人合同
7074	布拉德利合同	收集50份可以签约艺人布拉德利	星探招募已拥有的艺人时可获得艺人合同
7075	玛拉合同	收集50份可以签约艺人玛拉	星探招募已拥有的艺人时可获得艺人合同
7076	简合同	收集50份可以签约艺人简	星探招募已拥有的艺人时可获得艺人合同
7077	克拉特合同	收集50份可以签约艺人克拉特	星探招募已拥有的艺人时可获得艺人合同
7078	琼斯合同	收集50份可以签约艺人琼斯	星探招募已拥有的艺人时可获得艺人合同
7079	海克斯合同	收集50份可以签约艺人海克斯	星探招募已拥有的艺人时可获得艺人合同
7080	杰克合同	收集50份可以签约艺人杰克	星探招募已拥有的艺人时可获得艺人合同
7081	伯恩合同	收集50份可以签约艺人伯恩	星探招募已拥有的艺人时可获得艺人合同
7082	高登合同	收集50份可以签约艺人高登	星探招募已拥有的艺人时可获得艺人合同
7083	特鲁斯合同	收集50份可以签约艺人特鲁斯	星探招募已拥有的艺人时可获得艺人合同
7084	斯黛拉合同	收集50份可以签约艺人斯黛拉	星探招募已拥有的艺人时可获得艺人合同
7085	艾莉森合同	收集50份可以签约艺人艾莉森	星探招募已拥有的艺人时可获得艺人合同
7086	威利合同	收集50份可以签约艺人威利	星探招募已拥有的艺人时可获得艺人合同
7087	本合同	收集50份可以签约艺人本	星探招募已拥有的艺人时可获得艺人合同
7088	艾丽娅合同	收集50份可以签约艺人艾丽娅	星探招募已拥有的艺人时可获得艺人合同
7089	琼合同	收集50份可以签约艺人琼	星探招募已拥有的艺人时可获得艺人合同
7090	大卫合同	收集50份可以签约艺人大卫	星探招募已拥有的艺人时可获得艺人合同
7091	格雷合同	收集50份可以签约艺人格雷	星探招募已拥有的艺人时可获得艺人合同
7092	丽兹合同	收集50份可以签约艺人丽兹	星探招募已拥有的艺人时可获得艺人合同
7093	奈拉合同	收集50份可以签约艺人奈拉	星探招募已拥有的艺人时可获得艺人合同
7094	莉西合同	收集50份可以签约艺人莉西	星探招募已拥有的艺人时可获得艺人合同
7095	康纳合同	收集50份可以签约艺人康纳	星探招募已拥有的艺人时可获得艺人合同
7096	娜拉合同	收集50份可以签约艺人娜拉	星探招募已拥有的艺人时可获得艺人合同
7097	柳珈琳合同	收集50份可以签约艺人柳珈琳	星探招募已拥有的艺人时可获得艺人合同
7098	房龙合同	收集50份可以签约艺人房龙	星探招募已拥有的艺人时可获得艺人合同
7099	雷顿合同	收集50份可以签约艺人雷顿	星探招募已拥有的艺人时可获得艺人合同
7100	威尔合同	收集50份可以签约艺人威尔	星探招募已拥有的艺人时可获得艺人合同
7101	梅梅合同	收集50份可以签约艺人梅梅	星探招募已拥有的艺人时可获得艺人合同
7102	斯通合同	收集50份可以签约艺人斯通	星探招募已拥有的艺人时可获得艺人合同
7901	随机五星欧美艺人礼包碎片	收集50份可以签约随机一个欧美艺人	可在部分活动中获得
8001	一星资产礼包	打开会获得一份随机1星艺人资产	通过活动获得
8002	二星资产礼包	打开会获得一份随机2星艺人资产	通过活动获得
8003	三星资产礼包	打开会获得一份随机3星艺人资产	通过活动获得
8004	资产大礼包	打开获得大量艺人资产	通过活动获得
8005	资源大礼包·一	打开获得金币*100万、美金*50万、点赞*1万、生产图纸*100、星探放大镜*10	通过活动获得
8006	资源大礼包·二	打开获得金币*100万、美金*50万、点赞*1万、生产图纸*100、星探放大镜*10	通过活动获得
8007	资源大礼包·三	打开获得金币*100万、美金*50万、点赞*1万、生产图纸*200、星探放大镜*20	通过活动获得
8008	资源大礼包·四	打开获得金币*200万、美金*50万、点赞*2万、生产图纸*100、星探放大镜*10	通过活动获得
8009	资源大礼包·五	打开获得金币*500万、美金*50万、生产图纸*100、进修券*200	通过活动获得
8010	资源大礼包·六	打开获得金币*500万、点赞*2万、生产图纸*200、进修券*200	通过活动获得
8011	资源大礼包·七	打开获得金币*800万、美金*100万	通过活动获得
8901	一星艺人随机合同礼包	打开会获得一份随机1星艺人合同	可在部分活动中获得
8902	二星艺人随机合同礼包	打开会获得一份随机2星艺人合同	可在部分活动中获得
8903	三星艺人随机合同礼包	打开会获得一份随机3星艺人合同	可在部分活动中获得
8904	四星艺人随机合同礼包	打开会获得一份随机4星艺人合同	可在部分活动中获得
8905	五星艺人随机合同礼包	打开会获得一份随机5星艺人合同	可在部分活动中获得
8906	强森龙妈碎片选择礼包	打开可以选择获得强森碎片*20或者龙妈碎片*20	可在部分活动中获得
9001	钢材	升级电影院等建筑和扩建楼层时使用的材料	通过探班和公务获得，在电影下映后的持续收益中也能获得
9002	涂料	升级经营类建筑的材料	可以在订单或粉丝探班中获得，电影下映后的持续收益也能获得
9003	水泥	升级仓库的建筑材料	可通过拍摄电影获得
9004	砖头	升级艺人教室等建筑的材料	完成会议获得
18015	泰坦尼克号	豪华客轮坦达尼克号开始了自己的处女航，富家少女罗莎（主角）与母亲及未婚夫坐上了头等舱；另一边，放荡不羁的少年画家乔治（主角）也在一场赌博中赢得了下等舱的船票。 罗莎厌倦了上流社会虚伪的生活，打算投海自尽，被乔治救起。很快，两人陷入爱河，乔治带罗莎参加下等舱的舞会、为她画像，但好景不长，坦达尼克号撞上了冰山，面临沉没的危险。生死关头，他们将何去何从？	可在部分活动中获得
18091	美国队长	身体孱弱的斯蒂文（主角）经过一项由基因学博士爱德华（配角）主导的超级士兵研究计划改造，成为了强大的超级英雄，他在战场上的英勇表现让他成为传奇人物，也收获了特工卡拉（主角）的好感。但在一次任务中，他的队友，也是从小一起长大的挚友巴克（配角）发生意外不知所踪，而他自己也落入了深海…直到他醒来，发现自己身处病房，整个世界都变成了他不熟悉的样子。这时，一位神秘的特工史隆（配角）找到了他…	可在部分活动中获得
