int	string	string	string	string
31	Activity - WelfareMain	9qou8rs7rrsje-n4_hh76	title	
32	ArtistDic - actorBg	aeg3jnlem8at11-n41_m8at	title	
33	Activity - Dialog	9qou8rs7s1hs1d-n9_hz3m	title	
34	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n7_m8at	title	
35	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n22_m8at	ScreenBtn	
36	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n30_m8at	type1	
37	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n31_m8at	type2	
38	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n32_m8at	type3	
39	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n33_m8at	type4	
40	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n34_m8at	type5	
41	ArtistDic - ArtistList	aeg3jnlem8at14-n24_8hl1	noTip	
42	Activity - SecretaryPanel	9qou8rs7rrsjc-n10_hh76	talkMsg	
43	ArtistDic - ArtistShow	aeg3jnlem8atr-n17_m8at	nameTip1	
44	ArtistDic - ArtistShow	aeg3jnlem8atr-n18_m8at	nameTip2	
45	ArtistDic - ArtistShow	aeg3jnlem8atr-n23_m8at	notHired	
46	ArtistDic - ArtistShow	aeg3jnlem8atr-n24_m8at	name	
47	ArtistDic - ArtistShow	aeg3jnlem8atr-n34_m8at	tip1	
48	ArtistDic - ArtistShow	aeg3jnlem8atr-n35_m8at	tip2	
49	ArtistDic - ArtistShow	aeg3jnlem8atr-n51_m8at-prompt	input	
50	ArtistDic - ArtistShow	aeg3jnlem8atr-n52_m8at	sendBtn	
51	ArtistDic - ArtistShow	aeg3jnlem8atr-n53_m8at	detailsBtn	
52	ArtistDic - ArtistShow	aeg3jnlem8atr-n56_8hl1	tip3	
53	ArtistDic - ArtistShow	aeg3jnlem8atr-n57_8hl1	noTip	
54	Bag - ActorItem	wdrb9z06n9f05-n116_wpo3	txtLv	
55	Bag - ActorItem	wdrb9z06n9f05-n111_qz6z	title	
56	Bag - BagItemInfo	wdrb9z06n9f00-n80_ow2j	labItem	
57	Bag - BagItemInfo	wdrb9z06n9f00-n81_ow2j	txtName	
58	Bag - BagItemInfo	wdrb9z06n9f00-n82_ow2j	txtInfo	
59	Bag - BagItemInfo	wdrb9z06n9f00-n85_ow2j	btnSale	
60	Bag - BagItemInfo	wdrb9z06n9f00-n86_ow2j	btnUse	
61	Bag - BagItemInfo	wdrb9z06n9f00-n114_7yfc	btnInfo	
62	Bag - BagItemInfo	wdrb9z06n9f00-n103_ow2j	btnResolve	
63	Bag - BagItemInfo	wdrb9z06n9f00-n104_ow2j	btnGive	
64	Bag - BagItemInfo	wdrb9z06n9f00-n105_ow2j	btnCompound	
65	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-0	listTab	
66	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-1	listTab	
67	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-2	listTab	
68	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-3	listTab	
69	Bag - BagMainPanel	wdrb9z06n9f02-n67_xl2j	n67	
70	Bag - btnTab	wdrb9z06kvagr-n4	title	
71	Bag - MarketLabAsset	wdrb9z06nd2w11-n3_hz8v	title	
72	Bag - PactItem	wdrb9z06n9f09-n34_hefl	n34	
73	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n71_hxi2	title	
74	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n79_swip	tipNoActor	
75	Building - BuildFloorAlert	d062jvkgcpc911m-n7_cpc9	alert_title	
76	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n82_i4hg	btnConfirm	
77	Building - btn_buildFloor	d062jvkgcpc911k-n7_cpc9	Title	
78	Building - btn_buildRoom	d062jvkg8zgr3n-n9_mmlr	Title	
79	Building - btn_confirm	d062jvkgjjbde14m-n4_cpc9	Title	
80	Building - btn_levelup	d062jvkgjjbde14n-n4_cpc9	Title	
81	Building - btn_roomBuild	d062jvkgw5tk11y-n7_cpc9	Title	
82	Building - btn_roomExpand	d062jvkgw5tk11z-n7_cpc9	Title	
83	Building - btn_roomTitle	d062jvkg8zgr3m-n4	title	
84	Building - BtnNpcTips	d062jvkggy5h13r-n2_yru4	title	
85	Building - BuildRoomTips	d062jvkgi24u12c-n30_i24u	effectText1	
86	Building - BuildRoomTips	d062jvkgi24u12c-n36_fv9e	effectValue1	
87	Building - BuildRoomTips	d062jvkgi24u12c-n33_fv9e	effectText2	
88	Building - BuildRoomTips	d062jvkgi24u12c-n35_fv9e	effectValue2	
89	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n29_w5tk	txt_name	
90	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n43_9zjb	maxLevelDesc	
91	Building - BuildSceneFilmEnter	d062jvkgg9i613z-n3_opnp	title	
92	Building - BuildSceneUI	d062jvkglgv4e14p-n33_xw64	buildFloorInfo	
93	Building - BuildUpgradePropitem	d062jvkgfv9e13e-n20_w5tk	title	
94	Building - LevelupNextProp	d062jvkg9zjb13j-n17_cpc9	title	
95	Building - LevelupProp	d062jvkgcpc911b-n17_cpc9	title	
96	Building - BuildRoomTips	d062jvkgi24u12c-n31_i24u	effectText2	
97	Building - propitem	d062jvkgcpc911a-n20_w5tk	title	
98	Building - roomInfoItem	d062jvkgcpc911i-n6_cpc9	room_title	
99	Building - roomInfoLockItem	d062jvkgcpc911j-n23_cpc9	room_title	
100	Building - roomInfoLockItem	d062jvkgcpc911j-n28_cpc9	reason	
101	Building - UpgradeSuccessGroup	d062jvkgui5j13w-n6_cpc9	roomName	
102	Common - ActorIcon	txcuvopdcvs8dn-n2_cvs8	title	
103	Common - ActorLvBreakCompent	txcuvopdvmyct25a-n15_dphp	desc	
104	Common - ActorSelectItem	txcuvopdq41hga-n111_qz6z	title	
105	Common - ActorSelectItem	txcuvopdq41hga-n131_r5sp	skillExp	
106	Common - AssetItem	txcuvopddtlg2n-n6_dm31	title	
107	Common - AssetItem_little	txcuvopdmdyxt22y-n6_dm31	title	
108	Common - AssetItemBig	txcuvopdu21kas-n4_cpc9	Title	
109	Common - BtnConfirm	txcuvopdrlklt24u-n4_cpc9	Title	
110	Common - BtnGreen	txcuvopdrlklt253-n4_cpc9	Title	
111	Common - ButtonBlueSmall	txcuvopdx9zq4k-n2_x9zq	title	
112	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n28_w5tk	txt_companyLevel	
113	Common - ButtonCost	txcuvopdw1srd0-n6_k1jx	title	
114	Common - ButtonCostPurple	txcuvopdq41hg7-n6_pspr	title	
115	Common - ButtonCostYellow	txcuvopdq41hg8-n6_pspr	title	
116	Common - ButtonDoubleLabel	txcuvopdw1srd3-n6_k1jx	title	
117	Common - ButtonTipBlue	txcuvopdx9zq4s-n1_fawn	text	
118	Common - ButtonTipYellow	txcuvopdfawn4u-n2_fawn	title	
119	Building - BuildRoom	d062jvkgor9t1-n33_xw64	buildFloorInfo	
120	Common - ButtonYellowIconBig	txcuvopdrrsjaa-n2_x9zq	title	
121	Common - CommonAssetItem	txcuvopdib9zb5-n19_mk9y	num	
122	Common - CommonButton	txcuvopdoapb9z-n1_hz3m	title	
123	Building - btn_confirm	d062jvkguju9e14g-n4_cpc9	Title	
124	Common - CommonItem	txcuvopdcwjyav-n9_tpm8	title	
125	Common - CommonItem_70	txcuvopdui5jt23o-n9_tpm8	title	
126	Common - FunctionItem	txcuvopdcwjyax-n2_hh76	title	
127	Common - GetWayAlert	txcuvopde57g2b-n12_o11z	lbl	
128	Common - GetWayAlert	txcuvopde57g2b-n9_cpc9	descTxt	
129	Common - GetWayAlert	txcuvopde57g2b-n19_o11z	needText	
130	Common - GetWayAlert	txcuvopde57g2b-n24_f7zd	assetNum	
131	Building - btn_levelup	d062jvkguju9e14h-n4_cpc9	Title	
132	Common - GetWayItem	txcuvopde57g2e-n23_o11z	title	
133	Common - ItemInfo	txcuvopddo33t235-n6_h9c1	name	
134	Common - ItemInfo	txcuvopddo33t235-n8_h9c1	num	
135	Common - ItemInfo	txcuvopddo33t235-n12_h9c1	desc	
136	Common - ItemInfo	txcuvopddo33t235-n13_h9c1	way	
137	Common - ItemInfo	txcuvopddo33t235-n15_k38j	btnInfo	
138	Common - ItemLockTip	txcuvopdcp1ct24f-n6_h9c1	name	
139	Common - ItemLockTip	txcuvopdcp1ct24f-n12_h9c1	desc	
140	Common - MovieInfoItem	txcuvopdcvs8d0-n62_jakw	boxOffice	
141	Common - OscarDanmuContent	txcuvopdenjffr-n59_ifoc	title	
142	Common - PlayerMovieInfo	txcuvopdcvs8cq-n69_jakw	n69	
143	Building - btn_confirm	d062jvkgcpc911e-n4_cpc9	Title	
144	Common - PlayerMovieInfo	txcuvopdq41hg5-n69_jakw	n69	
145	Common - ProgressBarBlue	txcuvopdfawn4y-n2_fawn	title	
146	Common - ProgressBarRed	txcuvopdfawn4v-n2_fawn	title	
147	Common - ProgressBarYellow	txcuvopddm31t22b-n2_fawn	title	
148	Common - ProperText	txcuvopdcvs8d8-n58_cvs8	title	
149	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n14_r8ay	name	
150	Building - btn_levelup	d062jvkgcpc911d-n4_cpc9	Title	
151	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n67_l814	n67	
152	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n69_l814	n69	
153	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n74_l814	n74	
154	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n84_l814	n84	
155	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n91_cvs8	Title	
156	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n96_cvs8	boxOffice	
157	Common - RankPlayerInfo	txcuvopdcvs8ck-n24_jakw	name	
158	Common - RankPlayerInfo	txcuvopdcvs8ck-n25_jakw	lv	
159	Common - RankPlayerInfo	txcuvopdcvs8ck-n26_jakw	n26	
160	Common - ActorLvBreaktUI	txcuvopdlvexed-n15_dphp	desc	
161	Common - RankPlayerInfo	txcuvopdcvs8ck-n28_jakw	union	
162	Common - RankPlayerInfo	txcuvopdcvs8ck-n58_cvs8	street	
163	Common - RankPlayerInfo	txcuvopdcvs8ck-n62_cvs8	actor	
164	Common - RankPlayerInfo	txcuvopdcvs8ck-n63_cvs8	build	
165	Building - NextLevelProp	d062jvkgcpc911c-n17_cpc9	title	
166	Common - RankPlayerInfo	txcuvopdcvs8ck-n64_cvs8	market	
167	Common - RankPlayerInfo	txcuvopdcvs8ck-n66_cvs8	signature	
168	Common - ItemInfo	txcuvopdth3bt236-n6_h9c1	name	
169	Common - RankPlayerInfo	txcuvopdq41hg6-n24_jakw	name	
170	Common - RankPlayerInfo	txcuvopdq41hg6-n25_jakw	lv	
171	Common - ItemInfo	txcuvopdth3bt236-n8_h9c1	num	
172	Common - RankPlayerInfo	txcuvopdq41hg6-n26_jakw	n26	
173	Common - RankPlayerInfo	txcuvopdq41hg6-n28_jakw	union	
174	Common - ItemInfo	txcuvopdth3bt236-n12_h9c1	desc	
175	Common - RankPlayerInfo	txcuvopdq41hg6-n58_cvs8	street	
176	Common - RankPlayerInfo	txcuvopdq41hg6-n62_cvs8	actor	
177	Common - ItemInfo	txcuvopdth3bt236-n13_h9c1	way	
178	Common - RankPlayerInfo	txcuvopdq41hg6-n63_cvs8	build	
179	Common - ItemInfo	txcuvopdth3bt236-n15_k38j	btnInfo	
180	Common - RankPlayerInfo	txcuvopdq41hg6-n64_cvs8	market	
181	Common - RankPlayerInfoPanel	txcuvopdcvs8cj-n21_jakw	title	
182	Common - RankRenamePanel	txcuvopdcvs8cl-n59_o11z	titleName	
183	Common - RankRenamePanel	txcuvopdcvs8cl-n63_o11z	btn_rename	
184	Common - RankRenamePanel	txcuvopdcvs8cl-n65_o11z-prompt	inputName	
185	Common - RankRenamePanel	txcuvopdcvs8cl-n69_8p71	txtContent	
186	Common - SkillEffectCompent	txcuvopdvmyct259-n15_dphp	desc	
187	Common - SkillEffectCompent	txcuvopdvmyct259-n16_dphp	title	
188	Common - Slider	txcuvopdnsfy29-n16_kxf1	title	
189	Common - StoryItem	txcuvopdcwjyay-n81_cwjy	title	
190	Common - StreetLevelUp	txcuvopdcke2gb-n9_mk9y	lastStreet	
191	Common - StreetLevelUp	txcuvopdcke2gb-n10_mk9y	currentStreet	
192	Building - roomInfoItem	d062jvkgcpc911i-n7_cpc9	room_level	
193	Common - StreetLevelUp	txcuvopdcke2gb-n20_fv9e	btnGetAward	
194	Common - StreetLevelUp	txcuvopdcke2gb-n32_h67b	n32	
195	Common - StreetLevelUpItem	txcuvopdl40ut23c-n31_h67b	name	
196	Common - SystemAddFansMessage	txcuvopdfbam2m-n3_fbam	title	
197	Common - SystemAddFansMessage	txcuvopdfbam2m-n4_fbam	content	
198	Common - SystemAlertGift	txcuvopdcwjyau-n4_hh76	title	
199	Common - SystemAlertGift	txcuvopdcwjyau-n5_hh76	des	
200	Common - SystemAlertTextIconMessage	txcuvopdib9zb4-n2_ib9z	content	
201	Common - SystemGetItemMessage	txcuvopdmu1z2b-n6_mu1z	n6	
202	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n4_hh76	title	
203	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n5_hh76	des	
204	Common - SystemSetNumMessage	txcuvopdnsfy23-n83_osuf	content	
205	Common - SystemSetNumMessage	txcuvopdnsfy23-n85_qw0i	title	
206	Common - SystemSetNumMessage	txcuvopdnsfy23-n86_qw0i	okBtn	
207	Common - AssetItem	txcuvopddtlg2n-n4_cpc9	Title	
208	Common - TalkBox1	txcuvopdbdbft23c-n8_e65f	title	
209	Common - Text22px	txcuvopdx9zq45-n0_x9zq	text	
210	Common - TextInput	txcuvopdenjffm-n1-prompt	title	
211	Common - TopAssetItem	txcuvopdfv9ead-n26_dyfe	title	
212	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n9_w3bv	remind	
213	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n5_w3bv	name1	
214	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n6_w3bv	name2	
215	Common - BtnConfirm	txcuvopdsc1s30-n4_cpc9	Title	
216	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n7_w3bv	level1	
217	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n8_w3bv	level2	
218	Cooperation - CooperationApply	k9ycebr5w3bv3-n7_w3bv	name	
219	Cooperation - CooperationApply	k9ycebr5w3bv3-n8_w3bv	msg	
220	Cooperation - CooperationApply	k9ycebr5w3bv3-n9_w3bv	remind	
221	Cooperation - CooperationApply	k9ycebr5w3bv3-n10_w3bv	title	
222	Common - BtnGreen	txcuvopdj3a33m-n4_cpc9	Title	
223	Cooperation - CooperationEnd	k9ycebr5w3bv2-n3_w3bv	text1	
224	Cooperation - CooperationEnd	k9ycebr5w3bv2-n4_w3bv	text2	
225	Cooperation - CooperationEnd	k9ycebr5w3bv2-n6_w3bv	title	
226	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n3_w3bv	title	
227	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n9_w3bv	text1	
228	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n10_w3bv	text2	
229	Common - BtnYellow	txcuvopdj3a33l-n4_cpc9	title	
230	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n11_w3bv	selfId	
231	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n12_w3bv	remind	
232	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n13_w3bv	intro	
233	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n14_w3bv	inviteBtn1	
234	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n18_w3bv	text3	
235	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n25_w3bv-prompt	otherID	
236	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n42_g8fc	introduce	
237	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n8_w3bv	title	
238	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n15_w3bv	name1	
239	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n16_w3bv	name2	
240	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n17_w3bv	level1	
241	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n18_w3bv	level2	
242	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n20_w3bv	des	
243	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n3_w3bv	des	
244	Common - ItemCellView	txcuvopdjdsf11-n60_jdsf	title	
245	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n4_w3bv	receiveBtn	
246	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n16_w3bv	assitingText	
247	Fx - btn_next	9l36y1kiuowdsu-n1_cpc9	title	
248	GM - ButtonCorner	ujw583ypfv0td-n4	title	
249	GM - ButtonNoBG	ujw583ypcrnyi-n4	title	
250	GM - ButtonRect	ujw583ypc3i0h-n4	title	
251	GM - Checkbox	ujw583ypnb4ea-n4	title	
252	GM - GMAddItem	ujw583ypfv0tc-n3_fv0t	button	
253	GM - GMAddItem	ujw583ypfv0tc-n1_fv0t	title	
254	GM - GMAddItem	ujw583ypfv0tc-n2_fv0t	describe	
255	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n2_g8fc	iconBtn1	
256	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n10_g8fc	iconBtn2	
257	GM - GMAddPage	ujw583ypfbyi9-n5_fbyi	popupButton	
258	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n11_g8fc	iconBtn3	
259	GM - GMAddPage	ujw583ypfbyi9-n8_fv0t	filterCheckbox	
260	Building - BuildRoomUpgradeSuccess	d062jvkgcpc911n-n6_cpc9	roomName	
261	GM - GMAddPage	ujw583ypfbyi9-n12_c3i0	listTopButton	
262	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n12_g8fc	iconBtn4	
263	GM - GMAddPage	ujw583ypfbyi9-n13_c3i0	listBottomButton	
264	GM - GMCmdItem	ujw583ypket7n-n3_fv0t	button	
265	GM - GMCmdItem	ujw583ypket7n-n11_ket7	name	
266	GM - GMCmdPage	ujw583ypket7k-n13_ket7-0	list	
267	GM - GMCmdPage	ujw583ypket7k-n13_ket7-1	list	
268	GM - GMCmdPage	ujw583ypket7k-n13_ket7-2	list	
269	GM - GMCmdPage	ujw583ypket7k-n16_ket7	sendButton	
270	GM - GMCmdPage	ujw583ypket7k-n18_ket7	clearButton	
271	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-0	list	
272	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-1	list	
273	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-2	list	
274	Common - ProgressBarYellow	txcuvopdfawn4x-n2_fawn	value	
275	GM - GMDebugPage	ujw583ypfbyi8-n11_sy3r	clearButton	
276	GM - GMDebugPage	ujw583ypfbyi8-n12_sy3r	refreshButton	
277	GM - GMDisplayTreePage	ujw583ypx6hov-n12_sy3r	refreshButton	
278	GM - GMDisplayTreePage	ujw583ypx6hov-n15_x6ho	showSelectButton	
279	GM - GMDisplayTreePage	ujw583ypx6hov-n16_x6ho	hideSelectButton	
280	GM - GMDisplayTreePage	ujw583ypx6hov-n17_x6ho	noSelectButton	
281	GM - GMDisplayTreePage	ujw583ypx6hov-n18_x6ho	parentLayerButton	
282	Common - ProgressBarMain	txcuvopdhh7651-n2_fawn	value	
283	GM - GMDisplayTreePage	ujw583ypx6hov-n19_x6ho	setLayerButton	
284	GM - GMMain	ujw583yp9nrl0-n6_c3i0	closeButton	
285	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-0	menuList	
286	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-1	menuList	
287	Cooperation - iconBtn	k9ycebr5g8fc2a-n7_g8fc	title	
288	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-2	menuList	
289	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-3	menuList	
290	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-4	menuList	
291	GM - GMMenuButton	ujw583ypwl2t2-n4	title	
292	Common - Slider	txcuvopdnsfy29-n9_nsfy	n5	
293	GM - GMPopupButton	ujw583ypm23g5-n4	title	
294	GM - GMPopupMenu	ujw583ypm23g4-n2-0	list	
295	GM - GMPopupMenu	ujw583ypm23g4-n2-1	list	
296	GM - GMPopupMenu	ujw583ypm23g4-n2-2	list	
297	GM - GMPopupMenu	ujw583ypm23g4-n2-3	list	
298	GM - GMPopupMenu_item	ujw583ypm23g3-n3	title	
299	GM - GMSelectServerPage	ujw583ypket7j-n2-0	list	
300	GM - GMSelectServerPage	ujw583ypket7j-n2-1	list	
301	GM - GMSelectServerPage	ujw583ypket7j-n2-2	list	
302	GM - GMSelectServerPage	ujw583ypket7j-n2-3	list	
303	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-0	subMenu	
304	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-1	subMenu	
305	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-2	subMenu	
306	Common - SkillEffectUI	txcuvopdi2p1ap-n15_dphp	desc	
307	GM - GMSubMenuButton	ujw583ypfbyi7-n4	title	
308	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-0	subMenu	
309	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-1	subMenu	
310	Common - SystemAddFansMessage	txcuvopdfbam2m-n10_fbam	n10	
311	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-2	subMenu	
312	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-0	list	
313	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-1	list	
314	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-2	list	
315	GM - GMTickPage	ujw583yp7h8s12-n16_ket7	refreshButton	
316	GM - GMTickPage	ujw583yp7h8s12-n19_7h8s	clearButton	
317	Common - SkillEffectUI	txcuvopdi2p1ap-n16_dphp	title	
318	GM - GMTickPage	ujw583yp7h8s12-n21_7h8s	sortCostTimeToalButton	
319	GM - GMTickPage	ujw583yp7h8s12-n23_7h8s	sorteEvaluateButton	
320	GM - GMTickPage	ujw583yp7h8s12-n24_7h8s	sorteCallNumButton	
321	GM - GMTickPage	ujw583yp7h8s12-n25_7h8s	sorteCostTimeButton	
322	GM - GMTimeLoopItem	ujw583yp7h8s11-n3_x6ho	title	
323	GM - GMTimeLoopPage	ujw583yp7h8s10-n13_ket7-0	list	
324	GM - GMTimeLoopPage	ujw583yp7h8s10-n13_ket7-1	list	
325	GM - GMTimeLoopPage	ujw583yp7h8s10-n13_ket7-2	list	
326	GM - GMTimeLoopPage	ujw583yp7h8s10-n16_ket7	refreshButton	
327	GM - GMTimeLoopPage	ujw583yp7h8s10-n19_7h8s	clearButton	
328	Common - ButtonBlueBig	txcuvopdx9zq4n-n2_x9zq	text	
329	GM - GMTimeLoopPage	ujw583yp7h8s10-n21_7h8s	sortCostTimeToalButton	
330	GM - GMTimeLoopPage	ujw583yp7h8s10-n23_7h8s	sorteEvaluateButton	
331	GM - GMTimeLoopPage	ujw583yp7h8s10-n24_7h8s	sorteCallNumButton	
332	GM - GMTimeLoopPage	ujw583yp7h8s10-n25_7h8s	sorteCostTimeButton	
333	GM - NumberInput	ujw583ypfv0tf-n7_c3i0	downButton	
334	GM - NumberInput	ujw583ypfv0tf-n8_c3i0	upButton	
335	Fx - SkillEffectUI7777	9l36y1kiraagls-n15_dphp	desc	
336	Fx - SkillEffectUI7777	9l36y1kiraagls-n16_dphp	title	
337	GM - NumberInput	ujw583ypfv0tf-n10_c3i0-prompt	title	
338	GM - TextArea	ujw583ypket7m-n7_nb4e-prompt	title	
339	GM - TextInput	ujw583ypfv0tb-n7_nb4e-prompt	title	
340	GM - TextInputCenter	ujw583ypfv0tg-n7_nb4e-prompt	title	
341	GM - TreeItem	ujw583ypx6hot-n3_x6ho	title	
342	GM - TreeItemOpenCheckbox	ujw583ypx6how-n10_x6ho	open	
343	GoldExchange - GoldExchangePanel	4kwtb00phqf41-n11_hqf4	remain	
344	Guide - GuideDialogMsgPanel	toebkrsr9wvb1o-n9_hz3m	title	
345	Guide - GuideLeftDialog	toebkrsrgn0t1b-n2_gn0t	name	
346	Guide - GuideNpcIntroductionUI	toebkrsrs9dx1f-n75_fcz7	name	
347	Guide - GuideNpcIntroductionUI	toebkrsrs9dx1f-n83_fcz7	n83	
348	Common - SystemMovieInfoPanel	txcuvopdx9zq4c-n8_kk9x	name	
349	Guide - GuideRightDialog	toebkrsrgn0t1c-n2_gn0t	name	
350	Guide - GuideTalkItem	toebkrsr9q7z1j-n19_r1go	testlabel	
351	Guide - GuideTaskItem	toebkrsrhz3m16-n17_hz3m	title	
352	Guide - GuideTaskRecordUI	toebkrsrhz3m15-n5_hz3m	title	
353	Guide - GuideTaskUI	toebkrsrhz3mz-n5_hz3m	title	
354	Guide - GuideTaskUI	toebkrsrhz3mz-n14_hz3m	desc	
355	Guide - RecordBtn	toebkrsr7vaw1k-n1_z7vk	title	
356	Guide - Text	toebkrsrfcz71r-n0_k1jx	title	
357	Guide - WarNewspaperHeadlines	toebkrsr7vaw1l-n2_pvrg	title	
358	Guide - WarNewspaperHeadlines	toebkrsr7vaw1l-n14_vysd	title2	
