int	string	int	string	int	float	float	float	float	float
103901	电影院	39	增加电影上映天数19天	1	19	0	0	0	0
104001	电影院	40	增加电影上映天数20天	1	20	0	0	0	0
104101	电影院	41	增加电影上映天数20天	1	20	0	0	0	0
104201	电影院	42	增加电影上映天数21天	1	21	0	0	0	0
104301	电影院	43	增加电影上映天数21天	1	21	0	0	0	0
104401	电影院	44	增加电影上映天数22天	1	22	0	0	0	0
104501	电影院	45	增加电影上映天数22天	1	22	0	0	0	0
104601	电影院	46	增加电影上映天数23天	1	23	0	0	0	0
104701	电影院	47	增加电影上映天数23天	1	23	0	0	0	0
104801	电影院	48	增加电影上映天数24天	1	24	0	0	0	0
104901	电影院	49	增加电影上映天数24天	1	24	0	0	0	0
105001	电影院	50	增加电影上映天数25天	1	25	0	0	0	0
100102	电影院	1	下映后的持续收益增幅1%	2	1	0	0	0	0
100202	电影院	2	下映后的持续收益增幅2%	2	2	0	0	0	0
100302	电影院	3	下映后的持续收益增幅3%	2	3	0	0	0	0
100402	电影院	4	下映后的持续收益增幅4%	2	4	0	0	0	0
100502	电影院	5	下映后的持续收益增幅5%	2	5	0	0	0	0
100602	电影院	6	下映后的持续收益增幅6%	2	6	0	0	0	0
100702	电影院	7	下映后的持续收益增幅7%	2	7	0	0	0	0
100802	电影院	8	下映后的持续收益增幅8%	2	8	0	0	0	0
100902	电影院	9	下映后的持续收益增幅9%	2	9	0	0	0	0
101002	电影院	10	下映后的持续收益增幅10%	2	10	0	0	0	0
101102	电影院	11	下映后的持续收益增幅11%	2	11	0	0	0	0
101202	电影院	12	下映后的持续收益增幅12%	2	12	0	0	0	0
101302	电影院	13	下映后的持续收益增幅13%	2	13	0	0	0	0
101402	电影院	14	下映后的持续收益增幅14%	2	14	0	0	0	0
101502	电影院	15	下映后的持续收益增幅15%	2	15	0	0	0	0
101602	电影院	16	下映后的持续收益增幅16%	2	16	0	0	0	0
101702	电影院	17	下映后的持续收益增幅17%	2	17	0	0	0	0
101802	电影院	18	下映后的持续收益增幅18%	2	18	0	0	0	0
101902	电影院	19	下映后的持续收益增幅19%	2	19	0	0	0	0
102002	电影院	20	下映后的持续收益增幅20%	2	20	0	0	0	0
102102	电影院	21	下映后的持续收益增幅21%	2	21	0	0	0	0
102202	电影院	22	下映后的持续收益增幅22%	2	22	0	0	0	0
102302	电影院	23	下映后的持续收益增幅23%	2	23	0	0	0	0
102402	电影院	24	下映后的持续收益增幅24%	2	24	0	0	0	0
102502	电影院	25	下映后的持续收益增幅25%	2	25	0	0	0	0
102602	电影院	26	下映后的持续收益增幅26%	2	26	0	0	0	0
102702	电影院	27	下映后的持续收益增幅27%	2	27	0	0	0	0
102802	电影院	28	下映后的持续收益增幅28%	2	28	0	0	0	0
102902	电影院	29	下映后的持续收益增幅29%	2	29	0	0	0	0
103002	电影院	30	下映后的持续收益增幅30%	2	30	0	0	0	0
103102	电影院	31	下映后的持续收益增幅31%	2	31	0	0	0	0
103202	电影院	32	下映后的持续收益增幅32%	2	32	0	0	0	0
103302	电影院	33	下映后的持续收益增幅33%	2	33	0	0	0	0
103402	电影院	34	下映后的持续收益增幅34%	2	34	0	0	0	0
103502	电影院	35	下映后的持续收益增幅35%	2	35	0	0	0	0
103602	电影院	36	下映后的持续收益增幅36%	2	36	0	0	0	0
103702	电影院	37	下映后的持续收益增幅37%	2	37	0	0	0	0
103802	电影院	38	下映后的持续收益增幅38%	2	38	0	0	0	0
103902	电影院	39	下映后的持续收益增幅39%	2	39	0	0	0	0
104002	电影院	40	下映后的持续收益增幅40%	2	40	0	0	0	0
104102	电影院	41	下映后的持续收益增幅41%	2	41	0	0	0	0
104202	电影院	42	下映后的持续收益增幅42%	2	42	0	0	0	0
104302	电影院	43	下映后的持续收益增幅43%	2	43	0	0	0	0
104402	电影院	44	下映后的持续收益增幅44%	2	44	0	0	0	0
104502	电影院	45	下映后的持续收益增幅45%	2	45	0	0	0	0
104602	电影院	46	下映后的持续收益增幅46%	2	46	0	0	0	0
104702	电影院	47	下映后的持续收益增幅47%	2	47	0	0	0	0
104802	电影院	48	下映后的持续收益增幅48%	2	48	0	0	0	0
104902	电影院	49	下映后的持续收益增幅49%	2	49	0	0	0	0
105002	电影院	50	下映后的持续收益增幅50%	2	50	0	0	0	0
200101	摄影棚	1	增加电影场面属性1%	3	1601	1	0	0	0
200201	摄影棚	2	增加电影场面属性1%	3	1601	1	0	0	0
200301	摄影棚	3	增加电影场面属性1%	3	1601	1	0	0	0
200401	摄影棚	4	增加电影场面属性1%	3	1601	1	0	0	0
200501	摄影棚	5	增加电影场面属性1%	3	1601	1	0	0	0
200601	摄影棚	6	增加电影场面属性2%	3	1601	2	0	0	0
200701	摄影棚	7	增加电影场面属性2%	3	1601	2	0	0	0
200801	摄影棚	8	增加电影场面属性2%	3	1601	2	0	0	0
200901	摄影棚	9	增加电影场面属性2%	3	1601	2	0	0	0
201001	摄影棚	10	增加电影场面属性2%	3	1601	2	0	0	0
201101	摄影棚	11	增加电影场面属性3%	3	1601	3	0	0	0
201201	摄影棚	12	增加电影场面属性3%	3	1601	3	0	0	0
201301	摄影棚	13	增加电影场面属性3%	3	1601	3	0	0	0
201401	摄影棚	14	增加电影场面属性3%	3	1601	3	0	0	0
201501	摄影棚	15	增加电影场面属性3%	3	1601	3	0	0	0
201601	摄影棚	16	增加电影场面属性4%	3	1601	4	0	0	0
201701	摄影棚	17	增加电影场面属性4%	3	1601	4	0	0	0
201801	摄影棚	18	增加电影场面属性4%	3	1601	4	0	0	0
201901	摄影棚	19	增加电影场面属性4%	3	1601	4	0	0	0
202001	摄影棚	20	增加电影场面属性4%	3	1601	4	0	0	0
202101	摄影棚	21	增加电影场面属性5%	3	1601	5	0	0	0
202201	摄影棚	22	增加电影场面属性5%	3	1601	5	0	0	0
202301	摄影棚	23	增加电影场面属性5%	3	1601	5	0	0	0
202401	摄影棚	24	增加电影场面属性5%	3	1601	5	0	0	0
202501	摄影棚	25	增加电影场面属性5%	3	1601	5	0	0	0
202601	摄影棚	26	增加电影场面属性6%	3	1601	6	0	0	0
202701	摄影棚	27	增加电影场面属性6%	3	1601	6	0	0	0
202801	摄影棚	28	增加电影场面属性6%	3	1601	6	0	0	0
202901	摄影棚	29	增加电影场面属性6%	3	1601	6	0	0	0
203001	摄影棚	30	增加电影场面属性6%	3	1601	6	0	0	0
203101	摄影棚	31	增加电影场面属性7%	3	1601	7	0	0	0
203201	摄影棚	32	增加电影场面属性7%	3	1601	7	0	0	0
203301	摄影棚	33	增加电影场面属性7%	3	1601	7	0	0	0
203401	摄影棚	34	增加电影场面属性7%	3	1601	7	0	0	0
203501	摄影棚	35	增加电影场面属性7%	3	1601	7	0	0	0
203601	摄影棚	36	增加电影场面属性8%	3	1601	8	0	0	0
203701	摄影棚	37	增加电影场面属性8%	3	1601	8	0	0	0
203801	摄影棚	38	增加电影场面属性8%	3	1601	8	0	0	0
203901	摄影棚	39	增加电影场面属性8%	3	1601	8	0	0	0
204001	摄影棚	40	增加电影场面属性8%	3	1601	8	0	0	0
204101	摄影棚	41	增加电影场面属性9%	3	1601	9	0	0	0
204201	摄影棚	42	增加电影场面属性9%	3	1601	9	0	0	0
204301	摄影棚	43	增加电影场面属性9%	3	1601	9	0	0	0
204401	摄影棚	44	增加电影场面属性9%	3	1601	9	0	0	0
204501	摄影棚	45	增加电影场面属性9%	3	1601	9	0	0	0
204601	摄影棚	46	增加电影场面属性10%	3	1601	10	0	0	0
204701	摄影棚	47	增加电影场面属性10%	3	1601	10	0	0	0
204801	摄影棚	48	增加电影场面属性10%	3	1601	10	0	0	0
204901	摄影棚	49	增加电影场面属性10%	3	1601	10	0	0	0
205001	摄影棚	50	增加电影场面属性10%	3	1601	10	0	0	0
200102	摄影棚	1	增加电影剧情属性0%	3	1603	0	0	0	0
200202	摄影棚	2	增加电影剧情属性1%	3	1603	1	0	0	0
200302	摄影棚	3	增加电影剧情属性1%	3	1603	1	0	0	0
200402	摄影棚	4	增加电影剧情属性1%	3	1603	1	0	0	0
200502	摄影棚	5	增加电影剧情属性1%	3	1603	1	0	0	0
200602	摄影棚	6	增加电影剧情属性1%	3	1603	1	0	0	0
200702	摄影棚	7	增加电影剧情属性2%	3	1603	2	0	0	0
200802	摄影棚	8	增加电影剧情属性2%	3	1603	2	0	0	0
200902	摄影棚	9	增加电影剧情属性2%	3	1603	2	0	0	0
201002	摄影棚	10	增加电影剧情属性2%	3	1603	2	0	0	0
201102	摄影棚	11	增加电影剧情属性2%	3	1603	2	0	0	0
201202	摄影棚	12	增加电影剧情属性3%	3	1603	3	0	0	0
201302	摄影棚	13	增加电影剧情属性3%	3	1603	3	0	0	0
201402	摄影棚	14	增加电影剧情属性3%	3	1603	3	0	0	0
201502	摄影棚	15	增加电影剧情属性3%	3	1603	3	0	0	0
201602	摄影棚	16	增加电影剧情属性3%	3	1603	3	0	0	0
201702	摄影棚	17	增加电影剧情属性4%	3	1603	4	0	0	0
201802	摄影棚	18	增加电影剧情属性4%	3	1603	4	0	0	0
201902	摄影棚	19	增加电影剧情属性4%	3	1603	4	0	0	0
202002	摄影棚	20	增加电影剧情属性4%	3	1603	4	0	0	0
202102	摄影棚	21	增加电影剧情属性4%	3	1603	4	0	0	0
202202	摄影棚	22	增加电影剧情属性5%	3	1603	5	0	0	0
202302	摄影棚	23	增加电影剧情属性5%	3	1603	5	0	0	0
202402	摄影棚	24	增加电影剧情属性5%	3	1603	5	0	0	0
202502	摄影棚	25	增加电影剧情属性5%	3	1603	5	0	0	0
202602	摄影棚	26	增加电影剧情属性5%	3	1603	5	0	0	0
202702	摄影棚	27	增加电影剧情属性6%	3	1603	6	0	0	0
202802	摄影棚	28	增加电影剧情属性6%	3	1603	6	0	0	0
202902	摄影棚	29	增加电影剧情属性6%	3	1603	6	0	0	0
203002	摄影棚	30	增加电影剧情属性6%	3	1603	6	0	0	0
203102	摄影棚	31	增加电影剧情属性6%	3	1603	6	0	0	0
203202	摄影棚	32	增加电影剧情属性7%	3	1603	7	0	0	0
203302	摄影棚	33	增加电影剧情属性7%	3	1603	7	0	0	0
203402	摄影棚	34	增加电影剧情属性7%	3	1603	7	0	0	0
203502	摄影棚	35	增加电影剧情属性7%	3	1603	7	0	0	0
203602	摄影棚	36	增加电影剧情属性7%	3	1603	7	0	0	0
203702	摄影棚	37	增加电影剧情属性8%	3	1603	8	0	0	0
203802	摄影棚	38	增加电影剧情属性8%	3	1603	8	0	0	0
203902	摄影棚	39	增加电影剧情属性8%	3	1603	8	0	0	0
204002	摄影棚	40	增加电影剧情属性8%	3	1603	8	0	0	0
204102	摄影棚	41	增加电影剧情属性8%	3	1603	8	0	0	0
204202	摄影棚	42	增加电影剧情属性9%	3	1603	9	0	0	0
204302	摄影棚	43	增加电影剧情属性9%	3	1603	9	0	0	0
204402	摄影棚	44	增加电影剧情属性9%	3	1603	9	0	0	0
204502	摄影棚	45	增加电影剧情属性9%	3	1603	9	0	0	0
204602	摄影棚	46	增加电影剧情属性9%	3	1603	9	0	0	0
204702	摄影棚	47	增加电影剧情属性10%	3	1603	10	0	0	0
204802	摄影棚	48	增加电影剧情属性10%	3	1603	10	0	0	0
204902	摄影棚	49	增加电影剧情属性10%	3	1603	10	0	0	0
205002	摄影棚	50	增加电影剧情属性10%	3	1603	10	0	0	0
200103	摄影棚	1	增加电影表演属性0%	3	1602	0	0	0	0
200203	摄影棚	2	增加电影表演属性0%	3	1602	0	0	0	0
200303	摄影棚	3	增加电影表演属性1%	3	1602	1	0	0	0
200403	摄影棚	4	增加电影表演属性1%	3	1602	1	0	0	0
200503	摄影棚	5	增加电影表演属性1%	3	1602	1	0	0	0
200603	摄影棚	6	增加电影表演属性1%	3	1602	1	0	0	0
200703	摄影棚	7	增加电影表演属性1%	3	1602	1	0	0	0
200803	摄影棚	8	增加电影表演属性2%	3	1602	2	0	0	0
200903	摄影棚	9	增加电影表演属性2%	3	1602	2	0	0	0
201003	摄影棚	10	增加电影表演属性2%	3	1602	2	0	0	0
201103	摄影棚	11	增加电影表演属性2%	3	1602	2	0	0	0
201203	摄影棚	12	增加电影表演属性2%	3	1602	2	0	0	0
201303	摄影棚	13	增加电影表演属性3%	3	1602	3	0	0	0
201403	摄影棚	14	增加电影表演属性3%	3	1602	3	0	0	0
201503	摄影棚	15	增加电影表演属性3%	3	1602	3	0	0	0
201603	摄影棚	16	增加电影表演属性3%	3	1602	3	0	0	0
201703	摄影棚	17	增加电影表演属性3%	3	1602	3	0	0	0
201803	摄影棚	18	增加电影表演属性4%	3	1602	4	0	0	0
201903	摄影棚	19	增加电影表演属性4%	3	1602	4	0	0	0
202003	摄影棚	20	增加电影表演属性4%	3	1602	4	0	0	0
202103	摄影棚	21	增加电影表演属性4%	3	1602	4	0	0	0
202203	摄影棚	22	增加电影表演属性4%	3	1602	4	0	0	0
202303	摄影棚	23	增加电影表演属性5%	3	1602	5	0	0	0
202403	摄影棚	24	增加电影表演属性5%	3	1602	5	0	0	0
202503	摄影棚	25	增加电影表演属性5%	3	1602	5	0	0	0
202603	摄影棚	26	增加电影表演属性5%	3	1602	5	0	0	0
202703	摄影棚	27	增加电影表演属性5%	3	1602	5	0	0	0
202803	摄影棚	28	增加电影表演属性6%	3	1602	6	0	0	0
202903	摄影棚	29	增加电影表演属性6%	3	1602	6	0	0	0
203003	摄影棚	30	增加电影表演属性6%	3	1602	6	0	0	0
203103	摄影棚	31	增加电影表演属性6%	3	1602	6	0	0	0
203203	摄影棚	32	增加电影表演属性6%	3	1602	6	0	0	0
203303	摄影棚	33	增加电影表演属性7%	3	1602	7	0	0	0
203403	摄影棚	34	增加电影表演属性7%	3	1602	7	0	0	0
203503	摄影棚	35	增加电影表演属性7%	3	1602	7	0	0	0
203603	摄影棚	36	增加电影表演属性7%	3	1602	7	0	0	0
203703	摄影棚	37	增加电影表演属性7%	3	1602	7	0	0	0
203803	摄影棚	38	增加电影表演属性8%	3	1602	8	0	0	0
203903	摄影棚	39	增加电影表演属性8%	3	1602	8	0	0	0
204003	摄影棚	40	增加电影表演属性8%	3	1602	8	0	0	0
204103	摄影棚	41	增加电影表演属性8%	3	1602	8	0	0	0
204203	摄影棚	42	增加电影表演属性8%	3	1602	8	0	0	0
204303	摄影棚	43	增加电影表演属性9%	3	1602	9	0	0	0
204403	摄影棚	44	增加电影表演属性9%	3	1602	9	0	0	0
204503	摄影棚	45	增加电影表演属性9%	3	1602	9	0	0	0
204603	摄影棚	46	增加电影表演属性9%	3	1602	9	0	0	0
204703	摄影棚	47	增加电影表演属性9%	3	1602	9	0	0	0
204803	摄影棚	48	增加电影表演属性10%	3	1602	10	0	0	0
204903	摄影棚	49	增加电影表演属性10%	3	1602	10	0	0	0
205003	摄影棚	50	增加电影表演属性10%	3	1602	10	0	0	0
200104	摄影棚	1	增加电影艺术属性0%	3	1604	0	0	0	0
200204	摄影棚	2	增加电影艺术属性0%	3	1604	0	0	0	0
200304	摄影棚	3	增加电影艺术属性0%	3	1604	0	0	0	0
200404	摄影棚	4	增加电影艺术属性1%	3	1604	1	0	0	0
200504	摄影棚	5	增加电影艺术属性1%	3	1604	1	0	0	0
200604	摄影棚	6	增加电影艺术属性1%	3	1604	1	0	0	0
200704	摄影棚	7	增加电影艺术属性1%	3	1604	1	0	0	0
200804	摄影棚	8	增加电影艺术属性1%	3	1604	1	0	0	0
200904	摄影棚	9	增加电影艺术属性2%	3	1604	2	0	0	0
201004	摄影棚	10	增加电影艺术属性2%	3	1604	2	0	0	0
201104	摄影棚	11	增加电影艺术属性2%	3	1604	2	0	0	0
201204	摄影棚	12	增加电影艺术属性2%	3	1604	2	0	0	0
201304	摄影棚	13	增加电影艺术属性2%	3	1604	2	0	0	0
201404	摄影棚	14	增加电影艺术属性3%	3	1604	3	0	0	0
201504	摄影棚	15	增加电影艺术属性3%	3	1604	3	0	0	0
201604	摄影棚	16	增加电影艺术属性3%	3	1604	3	0	0	0
201704	摄影棚	17	增加电影艺术属性3%	3	1604	3	0	0	0
201804	摄影棚	18	增加电影艺术属性3%	3	1604	3	0	0	0
201904	摄影棚	19	增加电影艺术属性4%	3	1604	4	0	0	0
202004	摄影棚	20	增加电影艺术属性4%	3	1604	4	0	0	0
202104	摄影棚	21	增加电影艺术属性4%	3	1604	4	0	0	0
202204	摄影棚	22	增加电影艺术属性4%	3	1604	4	0	0	0
202304	摄影棚	23	增加电影艺术属性4%	3	1604	4	0	0	0
202404	摄影棚	24	增加电影艺术属性5%	3	1604	5	0	0	0
202504	摄影棚	25	增加电影艺术属性5%	3	1604	5	0	0	0
202604	摄影棚	26	增加电影艺术属性5%	3	1604	5	0	0	0
202704	摄影棚	27	增加电影艺术属性5%	3	1604	5	0	0	0
202804	摄影棚	28	增加电影艺术属性5%	3	1604	5	0	0	0
202904	摄影棚	29	增加电影艺术属性6%	3	1604	6	0	0	0
203004	摄影棚	30	增加电影艺术属性6%	3	1604	6	0	0	0
203104	摄影棚	31	增加电影艺术属性6%	3	1604	6	0	0	0
203204	摄影棚	32	增加电影艺术属性6%	3	1604	6	0	0	0
203304	摄影棚	33	增加电影艺术属性6%	3	1604	6	0	0	0
203404	摄影棚	34	增加电影艺术属性7%	3	1604	7	0	0	0
203504	摄影棚	35	增加电影艺术属性7%	3	1604	7	0	0	0
203604	摄影棚	36	增加电影艺术属性7%	3	1604	7	0	0	0
203704	摄影棚	37	增加电影艺术属性7%	3	1604	7	0	0	0
203804	摄影棚	38	增加电影艺术属性7%	3	1604	7	0	0	0
203904	摄影棚	39	增加电影艺术属性8%	3	1604	8	0	0	0
204004	摄影棚	40	增加电影艺术属性8%	3	1604	8	0	0	0
204104	摄影棚	41	增加电影艺术属性8%	3	1604	8	0	0	0
204204	摄影棚	42	增加电影艺术属性8%	3	1604	8	0	0	0
204304	摄影棚	43	增加电影艺术属性8%	3	1604	8	0	0	0
204404	摄影棚	44	增加电影艺术属性9%	3	1604	9	0	0	0
204504	摄影棚	45	增加电影艺术属性9%	3	1604	9	0	0	0
204604	摄影棚	46	增加电影艺术属性9%	3	1604	9	0	0	0
204704	摄影棚	47	增加电影艺术属性9%	3	1604	9	0	0	0
204804	摄影棚	48	增加电影艺术属性9%	3	1604	9	0	0	0
204904	摄影棚	49	增加电影艺术属性10%	3	1604	10	0	0	0
205004	摄影棚	50	增加电影艺术属性10%	3	1604	10	0	0	0
200105	摄影棚	1	增加电影娱乐属性0%	3	1605	0	0	0	0
200205	摄影棚	2	增加电影娱乐属性0%	3	1605	0	0	0	0
200305	摄影棚	3	增加电影娱乐属性0%	3	1605	0	0	0	0
200405	摄影棚	4	增加电影娱乐属性0%	3	1605	0	0	0	0
200505	摄影棚	5	增加电影娱乐属性1%	3	1605	1	0	0	0
200605	摄影棚	6	增加电影娱乐属性1%	3	1605	1	0	0	0
200705	摄影棚	7	增加电影娱乐属性1%	3	1605	1	0	0	0
200805	摄影棚	8	增加电影娱乐属性1%	3	1605	1	0	0	0
200905	摄影棚	9	增加电影娱乐属性1%	3	1605	1	0	0	0
201005	摄影棚	10	增加电影娱乐属性2%	3	1605	2	0	0	0
201105	摄影棚	11	增加电影娱乐属性2%	3	1605	2	0	0	0
201205	摄影棚	12	增加电影娱乐属性2%	3	1605	2	0	0	0
201305	摄影棚	13	增加电影娱乐属性2%	3	1605	2	0	0	0
201405	摄影棚	14	增加电影娱乐属性2%	3	1605	2	0	0	0
201505	摄影棚	15	增加电影娱乐属性3%	3	1605	3	0	0	0
201605	摄影棚	16	增加电影娱乐属性3%	3	1605	3	0	0	0
201705	摄影棚	17	增加电影娱乐属性3%	3	1605	3	0	0	0
201805	摄影棚	18	增加电影娱乐属性3%	3	1605	3	0	0	0
201905	摄影棚	19	增加电影娱乐属性3%	3	1605	3	0	0	0
202005	摄影棚	20	增加电影娱乐属性4%	3	1605	4	0	0	0
202105	摄影棚	21	增加电影娱乐属性4%	3	1605	4	0	0	0
202205	摄影棚	22	增加电影娱乐属性4%	3	1605	4	0	0	0
202305	摄影棚	23	增加电影娱乐属性4%	3	1605	4	0	0	0
202405	摄影棚	24	增加电影娱乐属性4%	3	1605	4	0	0	0
202505	摄影棚	25	增加电影娱乐属性5%	3	1605	5	0	0	0
202605	摄影棚	26	增加电影娱乐属性5%	3	1605	5	0	0	0
202705	摄影棚	27	增加电影娱乐属性5%	3	1605	5	0	0	0
202805	摄影棚	28	增加电影娱乐属性5%	3	1605	5	0	0	0
202905	摄影棚	29	增加电影娱乐属性5%	3	1605	5	0	0	0
203005	摄影棚	30	增加电影娱乐属性6%	3	1605	6	0	0	0
203105	摄影棚	31	增加电影娱乐属性6%	3	1605	6	0	0	0
203205	摄影棚	32	增加电影娱乐属性6%	3	1605	6	0	0	0
203305	摄影棚	33	增加电影娱乐属性6%	3	1605	6	0	0	0
203405	摄影棚	34	增加电影娱乐属性6%	3	1605	6	0	0	0
203505	摄影棚	35	增加电影娱乐属性7%	3	1605	7	0	0	0
203605	摄影棚	36	增加电影娱乐属性7%	3	1605	7	0	0	0
203705	摄影棚	37	增加电影娱乐属性7%	3	1605	7	0	0	0
203805	摄影棚	38	增加电影娱乐属性7%	3	1605	7	0	0	0
203905	摄影棚	39	增加电影娱乐属性7%	3	1605	7	0	0	0
204005	摄影棚	40	增加电影娱乐属性8%	3	1605	8	0	0	0
204105	摄影棚	41	增加电影娱乐属性8%	3	1605	8	0	0	0
204205	摄影棚	42	增加电影娱乐属性8%	3	1605	8	0	0	0
204305	摄影棚	43	增加电影娱乐属性8%	3	1605	8	0	0	0
204405	摄影棚	44	增加电影娱乐属性8%	3	1605	8	0	0	0
204505	摄影棚	45	增加电影娱乐属性9%	3	1605	9	0	0	0
204605	摄影棚	46	增加电影娱乐属性9%	3	1605	9	0	0	0
204705	摄影棚	47	增加电影娱乐属性9%	3	1605	9	0	0	0
204805	摄影棚	48	增加电影娱乐属性9%	3	1605	9	0	0	0
204905	摄影棚	49	增加电影娱乐属性9%	3	1605	9	0	0	0
205005	摄影棚	50	增加电影娱乐属性10%	3	1605	10	0	0	0
300101	艺人教室	1	艺人每日可培养次数+0	4	0	0	0	0	0
300201	艺人教室	2	艺人每日可培养次数+1	4	1	0	0	0	0
300301	艺人教室	3	艺人每日可培养次数+1	4	1	0	0	0	0
300401	艺人教室	4	艺人每日可培养次数+2	4	2	0	0	0	0
300501	艺人教室	5	艺人每日可培养次数+2	4	2	0	0	0	0
300601	艺人教室	6	艺人每日可培养次数+3	4	3	0	0	0	0
300701	艺人教室	7	艺人每日可培养次数+3	4	3	0	0	0	0
300801	艺人教室	8	艺人每日可培养次数+4	4	4	0	0	0	0
300901	艺人教室	9	艺人每日可培养次数+4	4	4	0	0	0	0
301001	艺人教室	10	艺人每日可培养次数+5	4	5	0	0	0	0
301101	艺人教室	11	艺人每日可培养次数+5	4	5	0	0	0	0
301201	艺人教室	12	艺人每日可培养次数+6	4	6	0	0	0	0
301301	艺人教室	13	艺人每日可培养次数+6	4	6	0	0	0	0
301401	艺人教室	14	艺人每日可培养次数+7	4	7	0	0	0	0
301501	艺人教室	15	艺人每日可培养次数+7	4	7	0	0	0	0
301601	艺人教室	16	艺人每日可培养次数+8	4	8	0	0	0	0
301701	艺人教室	17	艺人每日可培养次数+8	4	8	0	0	0	0
301801	艺人教室	18	艺人每日可培养次数+9	4	9	0	0	0	0
301901	艺人教室	19	艺人每日可培养次数+9	4	9	0	0	0	0
302001	艺人教室	20	艺人每日可培养次数+10	4	10	0	0	0	0
302101	艺人教室	21	艺人每日可培养次数+10	4	10	0	0	0	0
302201	艺人教室	22	艺人每日可培养次数+11	4	11	0	0	0	0
302301	艺人教室	23	艺人每日可培养次数+11	4	11	0	0	0	0
302401	艺人教室	24	艺人每日可培养次数+12	4	12	0	0	0	0
302501	艺人教室	25	艺人每日可培养次数+12	4	12	0	0	0	0
302601	艺人教室	26	艺人每日可培养次数+13	4	13	0	0	0	0
302701	艺人教室	27	艺人每日可培养次数+13	4	13	0	0	0	0
302801	艺人教室	28	艺人每日可培养次数+14	4	14	0	0	0	0
302901	艺人教室	29	艺人每日可培养次数+14	4	14	0	0	0	0
303001	艺人教室	30	艺人每日可培养次数+15	4	15	0	0	0	0
303101	艺人教室	31	艺人每日可培养次数+15	4	15	0	0	0	0
303201	艺人教室	32	艺人每日可培养次数+16	4	16	0	0	0	0
303301	艺人教室	33	艺人每日可培养次数+16	4	16	0	0	0	0
303401	艺人教室	34	艺人每日可培养次数+17	4	17	0	0	0	0
303501	艺人教室	35	艺人每日可培养次数+17	4	17	0	0	0	0
303601	艺人教室	36	艺人每日可培养次数+18	4	18	0	0	0	0
303701	艺人教室	37	艺人每日可培养次数+18	4	18	0	0	0	0
303801	艺人教室	38	艺人每日可培养次数+19	4	19	0	0	0	0
303901	艺人教室	39	艺人每日可培养次数+19	4	19	0	0	0	0
304001	艺人教室	40	艺人每日可培养次数+20	4	20	0	0	0	0
304101	艺人教室	41	艺人每日可培养次数+20	4	20	0	0	0	0
304201	艺人教室	42	艺人每日可培养次数+21	4	21	0	0	0	0
304301	艺人教室	43	艺人每日可培养次数+21	4	21	0	0	0	0
