int	string	string	string	string
26	Activity - SevenItem	9qou8rs7sga13-n6_sga1	waitTip	Unclaimed
27	Activity - SignItem	9qou8rs7pytu6-n6_pytu	day	Day 4
28	Activity - SignItem2	9qou8rs7l1hm13-n35_l1hm	day	Day 1
29	Activity - SignPanel	9qou8rs7pytu5-n1_tvvq	okBtn	CLAIM
30	Activity - SignPanel	9qou8rs7pytu5-n3_lrcq	nextTip	OK
31	Activity - WelfareMain	9qou8rs7rrsje-n4_hh76	title	Daily Bonus
32	ArtistDic - actorBg	aeg3jnlem8at11-n41_m8at	title	Title
33	Activity - Dialog	9qou8rs7s1hs1d-n9_hz3m	title	Everybody
34	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n7_m8at	title	Actorbase
35	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n22_m8at	ScreenBtn	SEARCH
36	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n30_m8at	type1	Star Rank
37	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n31_m8at	type2	Star Rank
38	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n32_m8at	type3	Star Rank
39	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n33_m8at	type4	Star Rank
40	ArtistDic - ArtistDicUI	aeg3jnlem8atq-n34_m8at	type5	Star Rank
41	ArtistDic - ArtistList	aeg3jnlem8at14-n24_8hl1	noTip	Locked
42	Activity - SecretaryPanel	9qou8rs7rrsjc-n10_hh76	talkMsg	At your service
43	ArtistDic - ArtistShow	aeg3jnlem8atr-n17_m8at	nameTip1	First:
44	ArtistDic - ArtistShow	aeg3jnlem8atr-n18_m8at	nameTip2	First:
45	ArtistDic - ArtistShow	aeg3jnlem8atr-n23_m8at	notHired	Locked
46	ArtistDic - ArtistShow	aeg3jnlem8atr-n24_m8at	name	Name
47	ArtistDic - ArtistShow	aeg3jnlem8atr-n34_m8at	tip1	Access
48	ArtistDic - ArtistShow	aeg3jnlem8atr-n35_m8at	tip2	Available
49	ArtistDic - ArtistShow	aeg3jnlem8atr-n51_m8at-prompt	input	Input
50	ArtistDic - ArtistShow	aeg3jnlem8atr-n52_m8at	sendBtn	SEND
51	ArtistDic - ArtistShow	aeg3jnlem8atr-n53_m8at	detailsBtn	DETAILS
52	ArtistDic - ArtistShow	aeg3jnlem8atr-n56_8hl1	tip3	Access
53	ArtistDic - ArtistShow	aeg3jnlem8atr-n57_8hl1	noTip	Locked
54	Bag - ActorItem	wdrb9z06n9f05-n116_wpo3	txtLv	Lv.999
55	Bag - ActorItem	wdrb9z06n9f05-n111_qz6z	title	Actor Item
56	Bag - BagItemInfo	wdrb9z06n9f00-n80_ow2j	labItem	Flashlight
57	Bag - BagItemInfo	wdrb9z06n9f00-n81_ow2j	txtName	Name
58	Bag - BagItemInfo	wdrb9z06n9f00-n82_ow2j	txtInfo	Event participation voucher, can be used to redeem gift package.
59	Bag - BagItemInfo	wdrb9z06n9f00-n85_ow2j	btnSale	SELL
60	Bag - BagItemInfo	wdrb9z06n9f00-n86_ow2j	btnUse	USE
61	Bag - BagItemInfo	wdrb9z06n9f00-n114_7yfc	btnInfo	DETAILS
62	Bag - BagItemInfo	wdrb9z06n9f00-n103_ow2j	btnResolve	RESOLVE
63	Bag - BagItemInfo	wdrb9z06n9f00-n104_ow2j	btnGive	SEND
64	Bag - BagItemInfo	wdrb9z06n9f00-n105_ow2j	btnCompound	COMPOUND
65	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-0	listTab	Products
66	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-1	listTab	Items
67	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-2	listTab	Property
68	Bag - BagMainPanel	wdrb9z06n9f02-n4_n8uo-3	listTab	Contract
69	Bag - BagMainPanel	wdrb9z06n9f02-n67_xl2j	n67	DEPOT
70	Bag - btnTab	wdrb9z06kvagr-n4	title	Title
71	Bag - MarketLabAsset	wdrb9z06nd2w11-n3_hz8v	title	9990K
72	Bag - PactItem	wdrb9z06n9f09-n34_hefl	n34	Compound
73	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n71_hxi2	title	Select Actor
74	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n79_swip	tipNoActor	No available actor
75	Building - BuildFloorAlert	d062jvkgcpc911m-n7_cpc9	alert_title	Building expansion consumes
76	Bag - SystemSelectActorPanel	wdrb9z06n9f03-n82_i4hg	btnConfirm	OK
77	Building - btn_buildFloor	d062jvkgcpc911k-n7_cpc9	Title	Expand Floor 1
78	Building - btn_buildRoom	d062jvkg8zgr3n-n9_mmlr	Title	BUILD
79	Building - btn_confirm	d062jvkgjjbde14m-n4_cpc9	Title	Confirm
80	Building - btn_levelup	d062jvkgjjbde14n-n4_cpc9	Title	Upgrade
81	Building - btn_roomBuild	d062jvkgw5tk11y-n7_cpc9	Title	Build
82	Building - btn_roomExpand	d062jvkgw5tk11z-n7_cpc9	Title	Expand Floor 1
83	Building - btn_roomTitle	d062jvkg8zgr3m-n4	title	Biz Dev Center Lv.11
84	Building - BtnNpcTips	d062jvkggy5h13r-n2_yru4	title	Trainer
85	Building - BuildRoomTips	d062jvkgi24u12c-n30_i24u	effectText1	Building Effect:
86	Building - BuildRoomTips	d062jvkgi24u12c-n36_fv9e	effectValue1	Building Effect:
87	Building - BuildRoomTips	d062jvkgi24u12c-n33_fv9e	effectText2	Upgrade Effect:
88	Building - BuildRoomTips	d062jvkgi24u12c-n35_fv9e	effectValue2	Building Effect:
89	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n29_w5tk	txt_name	Cinema
90	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n43_9zjb	maxLevelDesc	Already Reached Max Level
91	Building - BuildSceneFilmEnter	d062jvkgg9i613z-n3_opnp	title	Titan is on showing!
92	Building - BuildSceneUI	d062jvkglgv4e14p-n33_xw64	buildFloorInfo	Unlock when company reaches Lv.99
93	Building - BuildUpgradePropitem	d062jvkgfv9e13e-n20_w5tk	title	Box-office [color=#e3b121]20%[/color]
94	Building - LevelupNextProp	d062jvkg9zjb13j-n17_cpc9	title	Lv.99
95	Building - LevelupProp	d062jvkgcpc911b-n17_cpc9	title	Lv.99
96	Building - BuildRoomTips	d062jvkgi24u12c-n31_i24u	effectText2	Upgrade effect
97	Building - propitem	d062jvkgcpc911a-n20_w5tk	title	Increase 20% to box-office
98	Building - roomInfoItem	d062jvkgcpc911i-n6_cpc9	room_title	Room Name
99	Building - roomInfoLockItem	d062jvkgcpc911j-n23_cpc9	room_title	Cinema
100	Building - roomInfoLockItem	d062jvkgcpc911j-n28_cpc9	reason	Building is Full
101	Building - UpgradeSuccessGroup	d062jvkgui5j13w-n6_cpc9	roomName	Upgrade Cinema
102	Common - ActorIcon	txcuvopdcvs8dn-n2_cvs8	title	Title
103	Common - ActorLvBreakCompent	txcuvopdvmyct25a-n15_dphp	desc	Self-financed
104	Common - ActorSelectItem	txcuvopdq41hga-n111_qz6z	title	Abraham
105	Common - ActorSelectItem	txcuvopdq41hga-n131_r5sp	skillExp	Abraham
106	Common - AssetItem	txcuvopddtlg2n-n6_dm31	title	99,999K
107	Common - AssetItem_little	txcuvopdmdyxt22y-n6_dm31	title	99,999K/99,999K
108	Common - AssetItemBig	txcuvopdu21kas-n4_cpc9	Title	1,485.2K
109	Common - BtnConfirm	txcuvopdrlklt24u-n4_cpc9	Title	Confirm
110	Common - BtnGreen	txcuvopdrlklt253-n4_cpc9	Title	Go
111	Common - ButtonBlueSmall	txcuvopdx9zq4k-n2_x9zq	title	UPGRADE
112	Building - BuildRoomUpgrade	d062jvkg8zgr3o-n28_w5tk	txt_companyLevel	Unlock when company reaches Lv.10
113	Common - ButtonCost	txcuvopdw1srd0-n6_k1jx	title	Train
114	Common - ButtonCostPurple	txcuvopdq41hg7-n6_pspr	title	Title
115	Common - ButtonCostYellow	txcuvopdq41hg8-n6_pspr	title	Title
116	Common - ButtonDoubleLabel	txcuvopdw1srd3-n6_k1jx	title	Train
117	Common - ButtonTipBlue	txcuvopdx9zq4s-n1_fawn	text	Text
118	Common - ButtonTipYellow	txcuvopdfawn4u-n2_fawn	title	Title
119	Building - BuildRoom	d062jvkgor9t1-n33_xw64	buildFloorInfo	Unlock when company reaches Lv.99
120	Common - ButtonYellowIconBig	txcuvopdrrsjaa-n2_x9zq	title	Bonus
121	Common - CommonAssetItem	txcuvopdib9zb5-n19_mk9y	num	99,999K
122	Common - CommonButton	txcuvopdoapb9z-n1_hz3m	title	Title
123	Building - btn_confirm	d062jvkguju9e14g-n4_cpc9	Title	
124	Common - CommonItem	txcuvopdcwjyav-n9_tpm8	title	[color=#e3b121]145145[/color]/145
125	Common - CommonItem_70	txcuvopdui5jt23o-n9_tpm8	title	[color=#e3b121]145145[/color]/145
126	Common - FunctionItem	txcuvopdcwjyax-n2_hh76	title	Title
127	Common - GetWayAlert	txcuvopde57g2b-n12_o11z	lbl	You Can Gain This By:
128	Common - GetWayAlert	txcuvopde57g2b-n9_cpc9	descTxt	Chance of gain this by
129	Common - GetWayAlert	txcuvopde57g2b-n19_o11z	needText	Need:
130	Common - GetWayAlert	txcuvopde57g2b-n24_f7zd	assetNum	105K
131	Building - btn_levelup	d062jvkguju9e14h-n4_cpc9	Title	
132	Common - GetWayItem	txcuvopde57g2e-n23_o11z	title	Movie
133	Common - ItemInfo	txcuvopddo33t235-n6_h9c1	name	Medals
134	Common - ItemInfo	txcuvopddo33t235-n8_h9c1	num	Have:9999
135	Common - ItemInfo	txcuvopddo33t235-n12_h9c1	desc	It's going to be on for another 9 days.
136	Common - ItemInfo	txcuvopddo33t235-n13_h9c1	way	It‘s going to be on for another 9 days.It‘s going to be on for another 9 days.It‘s going to be on for another 9 days.
137	Common - ItemInfo	txcuvopddo33t235-n15_k38j	btnInfo	Actor Info
138	Common - ItemLockTip	txcuvopdcp1ct24f-n6_h9c1	name	Contacted several script writers
139	Common - ItemLockTip	txcuvopdcp1ct24f-n12_h9c1	desc	Contacted several script writers
140	Common - MovieInfoItem	txcuvopdcvs8d0-n62_jakw	boxOffice	60M
141	Common - OscarDanmuContent	txcuvopdenjffr-n59_ifoc	title	Title
142	Common - PlayerMovieInfo	txcuvopdcvs8cq-n69_jakw	n69	Hit
143	Building - btn_confirm	d062jvkgcpc911e-n4_cpc9	Title	OK
144	Common - PlayerMovieInfo	txcuvopdq41hg5-n69_jakw	n69	Hit
145	Common - ProgressBarBlue	txcuvopdfawn4y-n2_fawn	title	Title
146	Common - ProgressBarRed	txcuvopdfawn4v-n2_fawn	title	Title
147	Common - ProgressBarYellow	txcuvopddm31t22b-n2_fawn	title	Title
148	Common - ProperText	txcuvopdcvs8d8-n58_cvs8	title	Game level:
149	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n14_r8ay	name	Crazy Stone
150	Building - btn_levelup	d062jvkgcpc911d-n4_cpc9	Title	UPGRADE
151	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n67_l814	n67	Media Ratings:
152	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n69_l814	n69	Audience Review:
153	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n74_l814	n74	CAST:
154	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n84_l814	n84	Tap anywhere to continue
155	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n91_cvs8	Title	Information
156	Common - RankMovieInfoPanel	txcuvopdcvs8cs-n96_cvs8	boxOffice	99.99M
157	Common - RankPlayerInfo	txcuvopdcvs8ck-n24_jakw	name	Abdon
158	Common - RankPlayerInfo	txcuvopdcvs8ck-n25_jakw	lv	Lv.500
159	Common - RankPlayerInfo	txcuvopdcvs8ck-n26_jakw	n26	Company:
160	Common - ActorLvBreaktUI	txcuvopdlvexed-n15_dphp	desc	Self-financed
161	Common - RankPlayerInfo	txcuvopdcvs8ck-n28_jakw	union	Company
162	Common - RankPlayerInfo	txcuvopdcvs8ck-n58_cvs8	street	Game Level:
163	Common - RankPlayerInfo	txcuvopdcvs8ck-n62_cvs8	actor	Actor Amount:
164	Common - RankPlayerInfo	txcuvopdcvs8ck-n63_cvs8	build	Construction layer:
165	Building - NextLevelProp	d062jvkgcpc911c-n17_cpc9	title	Next grade effect
166	Common - RankPlayerInfo	txcuvopdcvs8ck-n64_cvs8	market	Market covered:
167	Common - RankPlayerInfo	txcuvopdcvs8ck-n66_cvs8	signature	This person didn't leave a messege, just like a closed book~
168	Common - ItemInfo	txcuvopdth3bt236-n6_h9c1	name	Medals
169	Common - RankPlayerInfo	txcuvopdq41hg6-n24_jakw	name	Abdon
170	Common - RankPlayerInfo	txcuvopdq41hg6-n25_jakw	lv	Lv.500
171	Common - ItemInfo	txcuvopdth3bt236-n8_h9c1	num	Have:9999
172	Common - RankPlayerInfo	txcuvopdq41hg6-n26_jakw	n26	Company:
173	Common - RankPlayerInfo	txcuvopdq41hg6-n28_jakw	union	Company
174	Common - ItemInfo	txcuvopdth3bt236-n12_h9c1	desc	It's going to be on for another 9 days.
175	Common - RankPlayerInfo	txcuvopdq41hg6-n58_cvs8	street	Rank:
176	Common - RankPlayerInfo	txcuvopdq41hg6-n62_cvs8	actor	Actors:
177	Common - ItemInfo	txcuvopdth3bt236-n13_h9c1	way	It‘s going to be on for another 9 days.It‘s going to be on for another 9 days.It‘s going to be on for another 9 days.
178	Common - RankPlayerInfo	txcuvopdq41hg6-n63_cvs8	build	Building Storey:
179	Common - ItemInfo	txcuvopdth3bt236-n15_k38j	btnInfo	Actor Info
180	Common - RankPlayerInfo	txcuvopdq41hg6-n64_cvs8	market	Market Covered:
181	Common - RankPlayerInfoPanel	txcuvopdcvs8cj-n21_jakw	title	Information
182	Common - RankRenamePanel	txcuvopdcvs8cl-n59_o11z	titleName	Rename
183	Common - RankRenamePanel	txcuvopdcvs8cl-n63_o11z	btn_rename	RENAME
184	Common - RankRenamePanel	txcuvopdcvs8cl-n65_o11z-prompt	inputName	Enter content here
185	Common - RankRenamePanel	txcuvopdcvs8cl-n69_8p71	txtContent	Choose an unique name for it! Note that you can only rename once a week
186	Common - SkillEffectCompent	txcuvopdvmyct259-n15_dphp	desc	[color=#ff8c00]Self-financed[/color]
187	Common - SkillEffectCompent	txcuvopdvmyct259-n16_dphp	title	Money Attractor
188	Common - Slider	txcuvopdnsfy29-n16_kxf1	title	Title
189	Common - StoryItem	txcuvopdcwjyay-n81_cwjy	title	Script Name
190	Common - StreetLevelUp	txcuvopdcke2gb-n9_mk9y	lastStreet	Block Rank 1
191	Common - StreetLevelUp	txcuvopdcke2gb-n10_mk9y	currentStreet	Block Rank 10
192	Building - roomInfoItem	d062jvkgcpc911i-n7_cpc9	room_level	Buildable: 1/5
193	Common - StreetLevelUp	txcuvopdcke2gb-n20_fv9e	btnGetAward	OK
194	Common - StreetLevelUp	txcuvopdcke2gb-n32_h67b	n32	Upgraded and Rewarded
195	Common - StreetLevelUpItem	txcuvopdl40ut23c-n31_h67b	name	Block
196	Common - SystemAddFansMessage	txcuvopdfbam2m-n3_fbam	title	Benefiting from advertising
197	Common - SystemAddFansMessage	txcuvopdfbam2m-n4_fbam	content	Fans +500
198	Common - SystemAlertGift	txcuvopdcwjyau-n4_hh76	title	Secretary Gift
199	Common - SystemAlertGift	txcuvopdcwjyau-n5_hh76	des	Unlock after hiring a secretary
200	Common - SystemAlertTextIconMessage	txcuvopdib9zb4-n2_ib9z	content	Content
201	Common - SystemGetItemMessage	txcuvopdmu1z2b-n6_mu1z	n6	Tap anywhere to continue
202	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n4_hh76	title	Secretary Gift
203	Common - SystemGoOtherFunction	txcuvopdcwjyaw-n5_hh76	des	Unlock after hiring a secretary
204	Common - SystemSetNumMessage	txcuvopdnsfy23-n83_osuf	content	Select Amount
205	Common - SystemSetNumMessage	txcuvopdnsfy23-n85_qw0i	title	Select Amount
206	Common - SystemSetNumMessage	txcuvopdnsfy23-n86_qw0i	okBtn	OK
207	Common - AssetItem	txcuvopddtlg2n-n4_cpc9	Title	2144k
208	Common - TalkBox1	txcuvopdbdbft23c-n8_e65f	title	Title
209	Common - Text22px	txcuvopdx9zq45-n0_x9zq	text	Text
210	Common - TextInput	txcuvopdenjffm-n1-prompt	title	Enter content here
211	Common - TopAssetItem	txcuvopdfv9ead-n26_dyfe	title	1455K
212	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n9_w3bv	remind	Tap anywhere to continue
213	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n5_w3bv	name1	Name
214	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n6_w3bv	name2	Name
215	Common - BtnConfirm	txcuvopdsc1s30-n4_cpc9	Title	OK
216	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n7_w3bv	level1	Lv.1
217	Cooperation - CooperationAchieved	k9ycebr5w3bv1-n8_w3bv	level2	Lv.1
218	Cooperation - CooperationApply	k9ycebr5w3bv3-n7_w3bv	name	Abdon
219	Cooperation - CooperationApply	k9ycebr5w3bv3-n8_w3bv	msg	Content
220	Cooperation - CooperationApply	k9ycebr5w3bv3-n9_w3bv	remind	You can only cooperate with at most 3 different companies in a week
221	Cooperation - CooperationApply	k9ycebr5w3bv3-n10_w3bv	title	Cooperation
222	Common - BtnGreen	txcuvopdj3a33m-n4_cpc9	Title	GO
223	Cooperation - CooperationEnd	k9ycebr5w3bv2-n3_w3bv	text1	Whether
224	Cooperation - CooperationEnd	k9ycebr5w3bv2-n4_w3bv	text2	You can only cooperate with at most 3 different companies in a week
225	Cooperation - CooperationEnd	k9ycebr5w3bv2-n6_w3bv	title	Hint
226	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n3_w3bv	title	Cooperation
227	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n9_w3bv	text1	Initial cooperation is available
228	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n10_w3bv	text2	Cooperate with friends
229	Common - BtnYellow	txcuvopdj3a33l-n4_cpc9	title	OK
230	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n11_w3bv	selfId	My ID:123456789
231	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n12_w3bv	remind	Reward
232	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n13_w3bv	intro	Enter Account
233	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n14_w3bv	inviteBtn1	INVITE
234	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n18_w3bv	text3	Search for Cooperator
235	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n25_w3bv-prompt	otherID	Enter ID
236	Cooperation - CooperationMainPanel	k9ycebr5w3bv0-n42_g8fc	introduce	If
237	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n8_w3bv	title	Cooperation
238	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n15_w3bv	name1	Name
239	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n16_w3bv	name2	Name
240	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n17_w3bv	level1	Lv.1
241	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n18_w3bv	level2	Lv.1
242	Cooperation - CooperationRealtionship	k9ycebr5w3bv4-n20_w3bv	des	Finish all task and get rewards!
243	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n3_w3bv	des	Description
244	Common - ItemCellView	txcuvopdjdsf11-n60_jdsf	title	100
245	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n4_w3bv	receiveBtn	OK
246	Cooperation - CooperationRewardItem	k9ycebr5w3bv5-n16_w3bv	assitingText	Tip
247	Fx - btn_next	9l36y1kiuowdsu-n1_cpc9	title	NEXT
248	GM - ButtonCorner	ujw583ypfv0td-n4	title	Title
249	GM - ButtonNoBG	ujw583ypcrnyi-n4	title	Title
250	GM - ButtonRect	ujw583ypc3i0h-n4	title	Title
251	GM - Checkbox	ujw583ypnb4ea-n4	title	Text
252	GM - GMAddItem	ujw583ypfv0tc-n3_fv0t	button	ADD
253	GM - GMAddItem	ujw583ypfv0tc-n1_fv0t	title	Name
254	GM - GMAddItem	ujw583ypfv0tc-n2_fv0t	describe	Description
255	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n2_g8fc	iconBtn1	Quest
256	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n10_g8fc	iconBtn2	Order
257	GM - GMAddPage	ujw583ypfbyi9-n5_fbyi	popupButton	Pop-up
258	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n11_g8fc	iconBtn3	MovieCash
259	GM - GMAddPage	ujw583ypfbyi9-n8_fv0t	filterCheckbox	Enable Filter
260	Building - BuildRoomUpgradeSuccess	d062jvkgcpc911n-n6_cpc9	roomName	Cinema upgraded!
261	GM - GMAddPage	ujw583ypfbyi9-n12_c3i0	listTopButton	TOP
262	Cooperation - cooperationForMainUI	k9ycebr5g8fc29-n12_g8fc	iconBtn4	Coins
263	GM - GMAddPage	ujw583ypfbyi9-n13_c3i0	listBottomButton	BOTTOM
264	GM - GMCmdItem	ujw583ypket7n-n3_fv0t	button	OK
265	GM - GMCmdItem	ujw583ypket7n-n11_ket7	name	Command
266	GM - GMCmdPage	ujw583ypket7k-n13_ket7-0	list	add item 1 100
267	GM - GMCmdPage	ujw583ypket7k-n13_ket7-1	list	add item 1 100
268	GM - GMCmdPage	ujw583ypket7k-n13_ket7-2	list	add item 1 100
269	GM - GMCmdPage	ujw583ypket7k-n16_ket7	sendButton	SEND
270	GM - GMCmdPage	ujw583ypket7k-n18_ket7	clearButton	CLEAR
271	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-0	list	Add item 1 100
272	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-1	list	Add item 1 100
273	GM - GMDebugPage	ujw583ypfbyi8-n10_sy3r-2	list	Add item 1 100
274	Common - ProgressBarYellow	txcuvopdfawn4x-n2_fawn	value	TEXT
275	GM - GMDebugPage	ujw583ypfbyi8-n11_sy3r	clearButton	CLEAR
276	GM - GMDebugPage	ujw583ypfbyi8-n12_sy3r	refreshButton	REFRESH
277	GM - GMDisplayTreePage	ujw583ypx6hov-n12_sy3r	refreshButton	REFRESH
278	GM - GMDisplayTreePage	ujw583ypx6hov-n15_x6ho	showSelectButton	SHOW
279	GM - GMDisplayTreePage	ujw583ypx6hov-n16_x6ho	hideSelectButton	HIDE
280	GM - GMDisplayTreePage	ujw583ypx6hov-n17_x6ho	noSelectButton	NOT SELECTED
281	GM - GMDisplayTreePage	ujw583ypx6hov-n18_x6ho	parentLayerButton	BACK
282	Common - ProgressBarMain	txcuvopdhh7651-n2_fawn	value	Title
283	GM - GMDisplayTreePage	ujw583ypx6hov-n19_x6ho	setLayerButton	COLLAPSE
284	GM - GMMain	ujw583yp9nrl0-n6_c3i0	closeButton	CLOSE
285	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-0	menuList	Add
286	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-1	menuList	Command
287	Cooperation - iconBtn	k9ycebr5g8fc2a-n7_g8fc	title	Awards
288	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-2	menuList	Select Sever
289	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-3	menuList	Module
290	GM - GMMenuBar	ujw583ypwl2t1-n11_nb4e-4	menuList	Log
291	GM - GMMenuButton	ujw583ypwl2t2-n4	title	Title
292	Common - Slider	txcuvopdnsfy29-n9_nsfy	n5	
293	GM - GMPopupButton	ujw583ypm23g5-n4	title	Title
294	GM - GMPopupMenu	ujw583ypm23g4-n2-0	list	Currency
295	GM - GMPopupMenu	ujw583ypm23g4-n2-1	list	Item
296	GM - GMPopupMenu	ujw583ypm23g4-n2-2	list	Actor
297	GM - GMPopupMenu	ujw583ypm23g4-n2-3	list	Script
298	GM - GMPopupMenu_item	ujw583ypm23g3-n3	title	Item
299	GM - GMSelectServerPage	ujw583ypket7j-n2-0	list	Offical Website
300	GM - GMSelectServerPage	ujw583ypket7j-n2-1	list	Item
301	GM - GMSelectServerPage	ujw583ypket7j-n2-2	list	Actor
302	GM - GMSelectServerPage	ujw583ypket7j-n2-3	list	Script
303	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-0	subMenu	Log
304	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-1	subMenu	Error
305	GM - GMSubMenuBar	ujw583ypfbyi6-n12_nb4e-2	subMenu	Warm
306	Common - SkillEffectUI	txcuvopdi2p1ap-n15_dphp	desc	[color=#ff8c00]Self-financed[/color]
307	GM - GMSubMenuButton	ujw583ypfbyi7-n4	title	Title
308	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-0	subMenu	Log
309	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-1	subMenu	Error
310	Common - SystemAddFansMessage	txcuvopdfbam2m-n10_fbam	n10	Tap anywhere to continue
311	GM - GMSubMenuRadioBar	ujw583ypket7l-n12_nb4e-2	subMenu	Warm
312	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-0	list	addItem 1 100
313	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-1	list	addItem 1 100
314	GM - GMTickPage	ujw583yp7h8s12-n13_ket7-2	list	addItem 1 100
315	GM - GMTickPage	ujw583yp7h8s12-n16_ket7	refreshButton	Refresh
316	GM - GMTickPage	ujw583yp7h8s12-n19_7h8s	clearButton	Clear
317	Common - SkillEffectUI	txcuvopdi2p1ap-n16_dphp	title	Money Attractor
