int	string	string	string
1047	Cinema	Unlock Theater Showings for films	Extends film theater showing dates and increases earnings once films have stopped showing
1048	Cinema	Unlock Theater Showings for films	Extends film theater showing dates and increases earnings once films have stopped showing
1049	Cinema	Unlock Theater Showings for films	Extends film theater showing dates and increases earnings once films have stopped showing
1050	Cinema	Unlock Theater Showings for films	Extends film theater showing dates and increases earnings once films have stopped showing
2001	Film Studio	Unlock Film Movie function	Increases Movie attributes
2002	Film Studio	Unlock Film Movie function	Increases Movie attributes
2003	Film Studio	Unlock Film Movie function	Increases Movie attributes
2004	Film Studio	Unlock Film Movie function	Increases Movie attributes
2005	Film Studio	Unlock Film Movie function	Increases Movie attributes
2006	Film Studio	Unlock Film Movie function	Increases Movie attributes
2007	Film Studio	Unlock Film Movie function	Increases Movie attributes
2008	Film Studio	Unlock Film Movie function	Increases Movie attributes
2009	Film Studio	Unlock Film Movie function	Increases Movie attributes
2010	Film Studio	Unlock Film Movie function	Increases Movie attributes
2011	Film Studio	Unlock Film Movie function	Increases Movie attributes
2012	Film Studio	Unlock Film Movie function	Increases Movie attributes
2013	Film Studio	Unlock Film Movie function	Increases Movie attributes
2014	Film Studio	Unlock Film Movie function	Increases Movie attributes
2015	Film Studio	Unlock Film Movie function	Increases Movie attributes
2016	Film Studio	Unlock Film Movie function	Increases Movie attributes
2017	Film Studio	Unlock Film Movie function	Increases Movie attributes
2018	Film Studio	Unlock Film Movie function	Increases Movie attributes
2019	Film Studio	Unlock Film Movie function	Increases Movie attributes
2020	Film Studio	Unlock Film Movie function	Increases Movie attributes
2021	Film Studio	Unlock Film Movie function	Increases Movie attributes
2022	Film Studio	Unlock Film Movie function	Increases Movie attributes
2023	Film Studio	Unlock Film Movie function	Increases Movie attributes
2024	Film Studio	Unlock Film Movie function	Increases Movie attributes
2025	Film Studio	Unlock Film Movie function	Increases Movie attributes
2026	Film Studio	Unlock Film Movie function	Increases Movie attributes
2027	Film Studio	Unlock Film Movie function	Increases Movie attributes
2028	Film Studio	Unlock Film Movie function	Increases Movie attributes
2029	Film Studio	Unlock Film Movie function	Increases Movie attributes
2030	Film Studio	Unlock Film Movie function	Increases Movie attributes
2031	Film Studio	Unlock Film Movie function	Increases Movie attributes
2032	Film Studio	Unlock Film Movie function	Increases Movie attributes
2033	Film Studio	Unlock Film Movie function	Increases Movie attributes
2034	Film Studio	Unlock Film Movie function	Increases Movie attributes
2035	Film Studio	Unlock Film Movie function	Increases Movie attributes
2036	Film Studio	Unlock Film Movie function	Increases Movie attributes
2037	Film Studio	Unlock Film Movie function	Increases Movie attributes
2038	Film Studio	Unlock Film Movie function	Increases Movie attributes
2039	Film Studio	Unlock Film Movie function	Increases Movie attributes
2040	Film Studio	Unlock Film Movie function	Increases Movie attributes
2041	Film Studio	Unlock Film Movie function	Increases Movie attributes
2042	Film Studio	Unlock Film Movie function	Increases Movie attributes
2043	Film Studio	Unlock Film Movie function	Increases Movie attributes
2044	Film Studio	Unlock Film Movie function	Increases Movie attributes
2045	Film Studio	Unlock Film Movie function	Increases Movie attributes
2046	Film Studio	Unlock Film Movie function	Increases Movie attributes
2047	Film Studio	Unlock Film Movie function	Increases Movie attributes
2048	Film Studio	Unlock Film Movie function	Increases Movie attributes
2049	Film Studio	Unlock Film Movie function	Increases Movie attributes
2050	Film Studio	Unlock Film Movie function	Increases Movie attributes
3001	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3002	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3003	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3004	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3005	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3006	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3007	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3008	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3009	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3010	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3011	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3012	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3013	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3014	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3015	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3016	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3017	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3018	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3019	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3020	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3021	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3022	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3023	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3024	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3025	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3026	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3027	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3028	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3029	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3030	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3031	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3032	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3033	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3034	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3035	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3036	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3037	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3038	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3039	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3040	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3041	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3042	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3043	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3044	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3045	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3046	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3047	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3048	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3049	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
3050	Green Room	Unlock "Artist"&"Recruit" function	Increase daily trainings and max actors you can hire
4001	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4002	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4003	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4004	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4005	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4006	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4007	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4008	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4009	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4010	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4011	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4012	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4013	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4014	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4015	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4016	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4017	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4018	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4019	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4020	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4021	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4022	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4023	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4024	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4025	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4026	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4027	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4028	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4029	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4030	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4031	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4032	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4033	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4034	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4035	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4036	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4037	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4038	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4039	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4040	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4041	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4042	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4043	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4044	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4045	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4046	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4047	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4048	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4049	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
4050	Marketing Departmen	Unlock Market function	Increase max rewards from city conquering
5001	Public Relations	None	Increase fans and expectation points gained from film showings
5002	Public Relations	None	Increase fans and expectation points gained from film showings
5003	Public Relations	None	Increase fans and expectation points gained from film showings
5004	Public Relations	None	Increase fans and expectation points gained from film showings
5005	Public Relations	None	Increase fans and expectation points gained from film showings
5006	Public Relations	None	Increase fans and expectation points gained from film showings
5007	Public Relations	None	Increase fans and expectation points gained from film showings
5008	Public Relations	None	Increase fans and expectation points gained from film showings
5009	Public Relations	None	Increase fans and expectation points gained from film showings
5010	Public Relations	None	Increase fans and expectation points gained from film showings
5011	Public Relations	None	Increase fans and expectation points gained from film showings
5012	Public Relations	None	Increase fans and expectation points gained from film showings
5013	Public Relations	None	Increase fans and expectation points gained from film showings
5014	Public Relations	None	Increase fans and expectation points gained from film showings
5015	Public Relations	None	Increase fans and expectation points gained from film showings
5016	Public Relations	None	Increase fans and expectation points gained from film showings
5017	Public Relations	None	Increase fans and expectation points gained from film showings
5018	Public Relations	None	Increase fans and expectation points gained from film showings
5019	Public Relations	None	Increase fans and expectation points gained from film showings
5020	Public Relations	None	Increase fans and expectation points gained from film showings
5021	Public Relations	None	Increase fans and expectation points gained from film showings
5022	Public Relations	None	Increase fans and expectation points gained from film showings
5023	Public Relations	None	Increase fans and expectation points gained from film showings
5024	Public Relations	None	Increase fans and expectation points gained from film showings
5025	Public Relations	None	Increase fans and expectation points gained from film showings
5026	Public Relations	None	Increase fans and expectation points gained from film showings
5027	Public Relations	None	Increase fans and expectation points gained from film showings
5028	Public Relations	None	Increase fans and expectation points gained from film showings
5029	Public Relations	None	Increase fans and expectation points gained from film showings
5030	Public Relations	None	Increase fans and expectation points gained from film showings
5031	Public Relations	None	Increase fans and expectation points gained from film showings
5032	Public Relations	None	Increase fans and expectation points gained from film showings
5033	Public Relations	None	Increase fans and expectation points gained from film showings
5034	Public Relations	None	Increase fans and expectation points gained from film showings
5035	Public Relations	None	Increase fans and expectation points gained from film showings
5036	Public Relations	None	Increase fans and expectation points gained from film showings
5037	Public Relations	None	Increase fans and expectation points gained from film showings
5038	Public Relations	None	Increase fans and expectation points gained from film showings
5039	Public Relations	None	Increase fans and expectation points gained from film showings
5040	Public Relations	None	Increase fans and expectation points gained from film showings
5041	Public Relations	None	Increase fans and expectation points gained from film showings
5042	Public Relations	None	Increase fans and expectation points gained from film showings
5043	Public Relations	None	Increase fans and expectation points gained from film showings
5044	Public Relations	None	Increase fans and expectation points gained from film showings
5045	Public Relations	None	Increase fans and expectation points gained from film showings
5046	Public Relations	None	Increase fans and expectation points gained from film showings
5047	Public Relations	None	Increase fans and expectation points gained from film showings
5048	Public Relations	None	Increase fans and expectation points gained from film showings
5049	Public Relations	None	Increase fans and expectation points gained from film showings
5050	Public Relations	None	Increase fans and expectation points gained from film showings
6001	Depot	Unlock the Depot	Increase Warehouse capacity
6002	Depot	Unlock the Depot	Increase Warehouse capacity
6003	Depot	Unlock the Depot	Increase Warehouse capacity
6004	Depot	Unlock the Depot	Increase Warehouse capacity
6005	Depot	Unlock the Depot	Increase Warehouse capacity
6006	Depot	Unlock the Depot	Increase Warehouse capacity
6007	Depot	Unlock the Depot	Increase Warehouse capacity
6008	Depot	Unlock the Depot	Increase Warehouse capacity
6009	Depot	Unlock the Depot	Increase Warehouse capacity
6010	Depot	Unlock the Depot	Increase Warehouse capacity
6011	Depot	Unlock the Depot	Increase Warehouse capacity
6012	Depot	Unlock the Depot	Increase Warehouse capacity
6013	Depot	Unlock the Depot	Increase Warehouse capacity
6014	Depot	Unlock the Depot	Increase Warehouse capacity
6015	Depot	Unlock the Depot	Increase Warehouse capacity
6016	Depot	Unlock the Depot	Increase Warehouse capacity
6017	Depot	Unlock the Depot	Increase Warehouse capacity
6018	Depot	Unlock the Depot	Increase Warehouse capacity
6019	Depot	Unlock the Depot	Increase Warehouse capacity
6020	Depot	Unlock the Depot	Increase Warehouse capacity
6021	Depot	Unlock the Depot	Increase Warehouse capacity
6022	Depot	Unlock the Depot	Increase Warehouse capacity
6023	Depot	Unlock the Depot	Increase Warehouse capacity
6024	Depot	Unlock the Depot	Increase Warehouse capacity
6025	Depot	Unlock the Depot	Increase Warehouse capacity
6026	Depot	Unlock the Depot	Increase Warehouse capacity
6027	Depot	Unlock the Depot	Increase Warehouse capacity
6028	Depot	Unlock the Depot	Increase Warehouse capacity
6029	Depot	Unlock the Depot	Increase Warehouse capacity
6030	Depot	Unlock the Depot	Increase Warehouse capacity
6031	Depot	Unlock the Depot	Increase Warehouse capacity
6032	Depot	Unlock the Depot	Increase Warehouse capacity
6033	Depot	Unlock the Depot	Increase Warehouse capacity
6034	Depot	Unlock the Depot	Increase Warehouse capacity
6035	Depot	Unlock the Depot	Increase Warehouse capacity
6036	Depot	Unlock the Depot	Increase Warehouse capacity
6037	Depot	Unlock the Depot	Increase Warehouse capacity
6038	Depot	Unlock the Depot	Increase Warehouse capacity
6039	Depot	Unlock the Depot	Increase Warehouse capacity
6040	Depot	Unlock the Depot	Increase Warehouse capacity
6041	Depot	Unlock the Depot	Increase Warehouse capacity
6042	Depot	Unlock the Depot	Increase Warehouse capacity
6043	Depot	Unlock the Depot	Increase Warehouse capacity
6044	Depot	Unlock the Depot	Increase Warehouse capacity
6045	Depot	Unlock the Depot	Increase Warehouse capacity
6046	Depot	Unlock the Depot	Increase Warehouse capacity
6047	Depot	Unlock the Depot	Increase Warehouse capacity
6048	Depot	Unlock the Depot	Increase Warehouse capacity
6049	Depot	Unlock the Depot	Increase Warehouse capacity
6050	Depot	Unlock the Depot	Increase Warehouse capacity
7001	Sales Department	None	Increase rewards gained from completing orders
7002	Sales Department	None	Increase rewards gained from completing orders
7003	Sales Department	None	Increase rewards gained from completing orders
7004	Sales Department	None	Increase rewards gained from completing orders
7005	Sales Department	None	Increase rewards gained from completing orders
7006	Sales Department	None	Increase rewards gained from completing orders
7007	Sales Department	None	Increase rewards gained from completing orders
7008	Sales Department	None	Increase rewards gained from completing orders
7009	Sales Department	None	Increase rewards gained from completing orders
7010	Sales Department	None	Increase rewards gained from completing orders
7011	Sales Department	None	Increase rewards gained from completing orders
7012	Sales Department	None	Increase rewards gained from completing orders
7013	Sales Department	None	Increase rewards gained from completing orders
7014	Sales Department	None	Increase rewards gained from completing orders
7015	Sales Department	None	Increase rewards gained from completing orders
7016	Sales Department	None	Increase rewards gained from completing orders
7017	Sales Department	None	Increase rewards gained from completing orders
7018	Sales Department	None	Increase rewards gained from completing orders
7019	Sales Department	None	Increase rewards gained from completing orders
7020	Sales Department	None	Increase rewards gained from completing orders
7021	Sales Department	None	Increase rewards gained from completing orders
7022	Sales Department	None	Increase rewards gained from completing orders
7023	Sales Department	None	Increase rewards gained from completing orders
7024	Sales Department	None	Increase rewards gained from completing orders
7025	Sales Department	None	Increase rewards gained from completing orders
7026	Sales Department	None	Increase rewards gained from completing orders
7027	Sales Department	None	Increase rewards gained from completing orders
7028	Sales Department	None	Increase rewards gained from completing orders
7029	Sales Department	None	Increase rewards gained from completing orders
7030	Sales Department	None	Increase rewards gained from completing orders
7031	Sales Department	None	Increase rewards gained from completing orders
7032	Sales Department	None	Increase rewards gained from completing orders
7033	Sales Department	None	Increase rewards gained from completing orders
7034	Sales Department	None	Increase rewards gained from completing orders
7035	Sales Department	None	Increase rewards gained from completing orders
7036	Sales Department	None	Increase rewards gained from completing orders
7037	Sales Department	None	Increase rewards gained from completing orders
7038	Sales Department	None	Increase rewards gained from completing orders
7039	Sales Department	None	Increase rewards gained from completing orders
7040	Sales Department	None	Increase rewards gained from completing orders
7041	Sales Department	None	Increase rewards gained from completing orders
7042	Sales Department	None	Increase rewards gained from completing orders
7043	Sales Department	None	Increase rewards gained from completing orders
7044	Sales Department	None	Increase rewards gained from completing orders
7045	Sales Department	None	Increase rewards gained from completing orders
7046	Sales Department	None	Increase rewards gained from completing orders
7047	Sales Department	None	Increase rewards gained from completing orders
7048	Sales Department	None	Increase rewards gained from completing orders
7049	Sales Department	None	Increase rewards gained from completing orders
7050	Sales Department	None	Increase rewards gained from completing orders
8001	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 1
8002	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 2
8003	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 3
8004	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 4
8005	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 5
8006	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 6
8007	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 7
8008	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 8
8009	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 9
8010	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 10
8011	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 11
8012	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 12
8013	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 13
8014	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 14
8015	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 15
8016	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 16
8017	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 17
8018	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 18
8019	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 19
8020	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 20
8021	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 21
8022	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 22
8023	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 23
8024	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 24
8025	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 25
8026	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 26
8027	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 27
8028	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 28
8029	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 29
8030	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 30
8031	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 31
8032	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 32
8033	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 33
8034	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 34
8035	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 35
8036	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 36
8037	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 37
8038	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 38
8039	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 39
8040	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 40
8041	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 41
8042	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 42
8043	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 43
8044	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 44
8045	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 45
8046	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 46
8047	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 47
8048	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 48
8049	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 49
8050	Biz Dev Center	Unlock Production Line 1 upgrades	Increase max level of Production Line 50
9001	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9002	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9003	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9004	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9005	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9006	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9007	Office	Unlock the Business function	Increase business deal max and amount of rewards received
9008	Office	Unlock the Business function	Increase business deal max and amount of rewards received
