int	string	string	string
1302		特效还是值回票价的	
1303		大概是我近几年来看过最好的电影之一	
1304		很难不去享受这么一部美好的电影	
1305		网红电影，就像网红奶茶一样。	
1401		我憋了整整两个多小时没舍得去上厕所！	
1402		买这张电影票是我为数不多的正确选择之一	
1403		非常合家欢的结局，轻松愉快，真是治愈啊~	
1404		别说话，买票就对了	
1405		很容易拍俗套的电影却未落俗套，Pick了	
1501		啊啊啊真是太棒了我要回去疯狂安利小伙伴！	
1502		如果一年只能来影院看一部电影，选它就对了！	
1503		这部电影让我对国产电影重拾了信心！	
1504		这片让我无法抗拒的不停回味其中情节！	
1505		看的我眼眶湿润，很久没有过这种感觉了。	
1601		我决定给所有同事都买票来欣赏这部神作！	神话电影观众说话文字,不能和传奇一样
1602		绝对能列入“人生必看的50部电影”之中。	神话电影观众说话文字,不能和传奇一样
1603		你体会过什么叫撼动心灵的体验吗？	神话电影观众说话文字,不能和传奇一样
1604		这片不火，天理难容	神话电影观众说话文字,不能和传奇一样
1605		看过这部电影，我此生已然无憾。	神话电影观众说话文字,不能和传奇一样
2101		参观摄影棚的机会可不多	拍摄中艺人的说话文字
2102		人生如戏，全靠演技	拍摄中艺人的说话文字
2103		最近工作好忙，想去旅游	拍摄中艺人的说话文字
2104		我觉得我们的电影需要更多的特效	拍摄中艺人的说话文字
4101		我要努力训练	训练室
4102		好累啊,不想训练了	训练室
4103		我想睡觉,不要让我训练了	训练室
4104		为了小金人,我要坚持训练	训练室
7101		欢迎大家参加{0}公司路演！我是主持人！现在路演开始，{1}将作为第一个登场的艺人！	0=公司名，1=下一个上台艺人名
7102		我们来看看{0}的支持率，{1}，还不错！	0=当前艺人名，1=热度值
7103		太棒了！现场观众的热情真高！我宣布，{0}公司的路演成功！	0=当前城市名
7104		表演完了吗？感觉观众没有被完全点燃啊，我不得不宣布{0}公司的路演失败了！	0=当前城市名
7105		{0}的各位好！	0=当前城市名
7106		我们{0}影业最棒了！	0=公司名
7107		{0}，我爱你！	0=当前城市名
7108		我{0}的电影绝对不会让大家失望！	0=当前艺人名
7109		其实我很熟悉{0}！	0=当前城市名
7110		我好喜欢{0}这座城市！	0=当前城市名
7111		山顶的朋友我想听到你们的声音！	
7112		{0}的风景好漂亮！	0=当前城市名
6001		让我们猜猜{0}的获奖者会是谁	奖项名称（Msg/1065-1069）
6002		获得奖项提名的有	
6003		{0}	候选人名称
6004		{0}	候选人名称
6005		{0}	候选人名称
6006		{0}	候选人名称
6007		{0}	候选人名称
6008		我觉得{0}挺不错的	5个候选人中随机1个
6009		我认为{0}才是最大的热门	5个候选人中随机另外1个
6010		那么，最终得奖者是	
6011		大屏幕即将展示得奖的艺人	
6012		{0}	获奖者
6013		毫无疑问只会是你	
6014		{0}	获奖者
6015		你是最棒的！	
6016		堆特上的各位赶快转发吧！	
6017		下面我们要颁发的奖项是{0}	
6018		哦！很遗憾，这项奖项并没有候选者，请大家继续努力！	
6019		今天的奥斯卡颁奖到此为止，谢谢大家的参与！	
6020		谢谢大家！我们明天再见！	
10001		那么万众瞩目的最佳演员奖的获奖者是——{0}	{0}为角色名称
10002		谢谢大家！我…	
10003		一周前…	
10004		咚，咚	
10005		希望这个面具能给你带来帮助	
10006		我很期待一个全新的你。	
10007		——你的朋友	
10008		回到现在…	
10009		感谢大家给予我的认可。这是我获得的第一个奥斯卡…也将是最后一个。	
10010		我决定把精力从演艺事业转移到我的其他兴趣上去。	
10011		什么？	
10012		真的吗	
10013		不会吧	
10014		天哪	
10015		第二天	
10016		没想到你会在奥斯卡典礼上抛出这么个重磅消息~	
10017		确实是计划之外，哈哈~我们的开业筹备怎么样啦？	
10018		很顺利哦~你呢？ 做好准备了吗？	
10019		当然，我可是时刻准备着喔~	
1701		这个剧本都快成我们的镇司之宝啦~ 绝对没问题！	金本拍摄
1702		此本一出，大卖无忧~	金本拍摄
1703		这个剧本跟我们公司的演员们的契合度已经突破天际啦，真期待这次他们又能产生怎样绚丽的化学反应！	金本拍摄
100101		居然找到我，算你是有眼光的星探	星探界面气泡
100102		我觉得包装下我，我也能成为国际巨星	星探界面气泡
100103		你来找我当明星的吗?	星探界面气泡
100104		以我的气质，我能当主演	星探界面气泡
100105		我天生就是当明星的料	星探界面气泡
100106		你说你是星探，我就信啊	星探界面气泡
100107		我对明星不敢兴趣，不要来烦我	星探界面气泡
100108		别过来，我要报警了	星探界面气泡
